,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
904, David Bowie,Rebel Rebel - 1999 Remaster,rock,66lOpKgTyFjOrac4S1s94g,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,269360,4
908, The Beatles,Come Together - Remastered 2009,rock,2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4
909, The Clash,Should I Stay or Should I Go - Remastered,rock,39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,2,-6.463,1,0.115,0.079,0.0,0.384,0.816,113.375,188987,4
913, The Who,Baba O'Riley,rock,2KmEgiY8fQs0G6WNxtzQKr,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4
914, Aerosmith,Sweet Emotion,rock,24NwBd5vZ2CK8VOQVnqdxr,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4
915, Queen,Another One Bites The Dust - Remastered 2011,rock,57JVGBtBLCfHw2muk5416J,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4
919, The Doors,Light My Fire,rock,5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4
923, ZZ Top,La Grange - 2005 Remaster,rock,70YvYr2hGlS01bKRIho1HM,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4
932, Tom Petty and the Heartbreakers,American Girl,rock,7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
936, Guns N' Roses,Paradise City,rock,3YBZIN3rekqsKxbJc9FZko,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,405640,4
940, The Animals,House Of The Rising Sun,rock,61Q9oJNd9hJQFhSDh6Qlap,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,269720,3
944, Bob Dylan,Like a Rolling Stone,rock,3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4
948, Cream,Sunshine Of Your Love,rock,2K2M0TcglCRLLpFOzKeFZA,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,250400,4
952, Lynyrd Skynyrd,Sweet Home Alabama,rock,4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147,4
961, Creedence Clearwater Revival,Fortunate Son,rock,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
965, Pink Floyd,"Another Brick in the Wall, Pt. 2",rock,4gMgiXfqyzZLMhsksGmbQV,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747,4
966, Fleetwood Mac,The Chain,rock,2X6gdRlGOQgfaXU9ALUQFQ,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,271000,4
970, Janis Joplin,Me and Bobby McGee,rock,1IqFh00G2kvvMm8pRMpehA,0.453,0.464,2,-10.96,1,0.0431,0.302,5.96e-05,0.152,0.658,93.19,271333,4
974, Eagles,Hotel California - 2013 Remaster,rock,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
983, Steve Miller Band,The Joker,rock,371VkfwKiXJxgH5ZPoQNHD,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
987, Steppenwolf,Born To Be Wild,rock,63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4
991, Buffalo Springfield,For What It's Worth,rock,1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
995, Boston,More Than a Feeling,rock,32kgOw8wejH7zUhtXCM8DH,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4
996, Dire Straits,Sultans of Swing,rock,6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,4
997, Jefferson Airplane,Somebody to Love,rock,4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4
998, Lou Reed,Walk On the Wild Side,rock,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4
999, KISS,Rock And Roll All Nite,rock,6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4
1000, Rush,Tom Sawyer,rock,3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,4
1004, Queen David Bowie,Under Pressure - Remastered 2011,rock,2aSFLiDPreOVP6KHiWk4lF,0.663,0.712,2,-7.268,1,0.0479,0.524,0.0,0.0804,0.527,113.439,236520,4
1005, Prince,When Doves Cry,rock,51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906,4
1006, The Police,Every Breath You Take - Remastered 2003,rock,2sXp9Qmvc7mRaDBjBgcGGi,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,253887,4
1007, Blue Öyster Cult,(Don't Fear) The Reaper,rock,5QTxFnGygVM4jFQiBovmRo,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
1011, America George Martin,A Horse with No Name,rock,54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
1015, Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",rock,3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
1016, Cheap Trick,I Want You to Want Me,rock,1JkZg3eMQTmTn93E8Yd3UL,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227,4
1017, Led Zeppelin,Kashmir - Remaster,rock,6Vjk8MNXpQpi0F4BefdTyq,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125,3
1018, Aerosmith,Dream On,rock,5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4
1022, AC/DC,Highway to Hell,rock,2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
1023, Stevie Nicks,Edge of Seventeen - 2016 Remaster,rock,5LNiqEqpDc8TuqPy79kDBu,0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,329413,4
1024, Joan Jett & The Blackhearts,I Hate Myself for Loving You,rock,2HXixVqzzm9rEUIMAWzshl,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,246800,4
1028, Queen,Bohemian Rhapsody - Remastered 2011,rock,1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4
1032, Cream,White Room,rock,5X76oXHcR5uCXali0gOyX5,0.55,0.576,0,-13.475,1,0.0306,0.178,0.00935,0.0555,0.486,109.837,303200,4
1033, Creedence Clearwater Revival,Fortunate Son,rock,5e6x5YRnMJIKvYpZxLqdpH,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,138053,4
1034, Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,rock,3k9i7UzeSUYWIfUZFeFDUd,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,423840,4
1035, Don McLean,American Pie,rock,1fDsrQ23eTAVFElUMaf38X,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,516893,4
1036, Bob Dylan,Hurricane,rock,1lqMLr9Wj7SM2F9AikGcxN,0.509,0.827,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601,512733,4
1037, Black Sabbath,Paranoid,rock,1Ly0ssAgeM7YqdHptao8Oe,0.426,0.619,4,-11.501,0,0.0722,8.44e-05,0.00239,0.17,0.382,162.721,168440,4
1038, Deep Purple,Smoke on the Water,rock,5SAUIWdZ04OxYfJFDchC7S,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
1039, T. Rex,Bang a Gong (Get It On) - Remastered Version,rock,6FsQrRpBLgsrFeAeiQqytm,0.729,0.818,2,-9.992,1,0.0732,0.157,0.285,0.195,0.907,125.811,267000,4
1040, The Knack,My Sharona,rock,1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,4
1049, The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),rock,5qBqBdfTEIWJwAS0Jm2F5R,0.452,0.818,2,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360,4
1050, Grateful Dead,Casey Jones - 2013 Remaster,rock,7LbfuQVct78YoghmoPtsQ8,0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678,265067,4
1051, Led Zeppelin,Immigrant Song - Remaster,rock,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4
1052, AC/DC,Dirty Deeds Done Dirt Cheap,rock,2d4e45fmUnguxh6yqC7gNT,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,4
1053, Van Halen,Jump - 2015 Remaster,rock,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,241600,4
1062, Mötley Crüe,Kickstart My Heart,rock,7GonnnalI2s19OCQO1J7Tf,0.361,0.97,7,-4.817,0,0.284,0.00169,0.00163,0.357,0.254,179.017,282920,4
1063, Journey,Don't Stop Believin',rock,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
1079, Bruce Springsteen,Born in the U.S.A.,rock,0dOg1ySSI7NkpAe89Zo0b9,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,4
1080, Depeche Mode Francois Kevorkian,Personal Jesus - Original Single Version,rock,1xShPgQbOUa98avWJQFDBY,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,4
1081, The Clash,London Calling - Remastered,rock,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0513,0.123,0.0,0.0825,0.776,133.763,200480,4
1085, Kansas,Carry on Wayward Son,rock,4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4
1086, Creedence Clearwater Revival,Have You Ever Seen The Rain,rock,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,4
1090, The Beatles,Back In The U.S.S.R. - 2018 Mix,rock,5Ly2g3fnof2iFE8zsQZJX2,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467,4
1091, The Kinks,You Really Got Me,rock,1oG2vWELiGjIqxwqGcyqwF,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4
1092, Pretenders,Back on the Chain Gang - 2007 Remaster,rock,4cMHCRLPNoEbpnl2rz6GS9,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,231120,4
1093, Supertramp,Give A Little Bit,rock,6XUHsYE38CEbYunT983O9G,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,4
1097, The Doors,Riders on the Storm,rock,14XWXWv5FoCbFzLksawpEe,0.549,0.722,11,-11.729,0,0.0283,0.25,0.0138,0.11,0.716,103.885,434720,4
1101, Guns N' Roses,Sweet Child O' Mine,rock,7o2CTH4ctstm8TNelqjb51,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520,4
1102, Tom Petty,Free Fallin',rock,5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4
1106, Ozzy Osbourne,Crazy Train,rock,2b9lp5A6CqSzwOrBfAFhof,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,296200,4
1110, The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,rock,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
1111, Heart,Barracuda,rock,4KfSdst7rW39C0sfhArdrz,0.547,0.691,4,-13.553,0,0.0369,0.015,0.105,0.144,0.667,137.148,261933,4
1120, Kansas,Dust in the Wind,rock,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
1121, Aerosmith,Walk This Way,rock,2vX5WL7s6UdeQyweZEx7PP,0.629,0.785,5,-10.761,1,0.0471,0.0249,9.45e-06,0.0522,0.869,108.531,211027,4
1122, Bad Company,Feel like Makin' Love - 2015 Remaster,rock,3KPwt1LBpt1jVSHz8GXERo,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
1123, Ted Nugent,Stranglehold,rock,2f0P7iELCvAlV8j6Z3rGDE,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,4
1127, AC/DC,T.N.T.,rock,7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
1128, Bon Jovi,Livin' On A Prayer,rock,0J6mQxEZnlRt9ymzFntA6z,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249293,4
1129, The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,rock,5UwbnHhjnbinJH8TefuQfN,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,199200,4
1130, Eagles,Life in the Fast Lane - 2013 Remaster,rock,6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
1131, The Rolling Stones,Gimme Shelter,rock,1dv3ePjze9tPq2pk8eWJdR,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,270773,4
1132, Free,All Right Now,rock,7IhkWF9zpiYKlU7CxHxYT9,0.766,0.446,2,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,332907,4
1133, Lynyrd Skynyrd,Free Bird,rock,4JNi40t7xR5bO3PWxRkiPN,0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,558933,4
1134, AC/DC,You Shook Me All Night Long,rock,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
1138, Pink Floyd,Money - 2011 Remastered Version,rock,3aoDEt6zSuYQ47gzarlaVo,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,382834,1
1139, Guns N' Roses,Welcome To The Jungle,rock,0eFvoRSTTaR2q8bSWVjwfp,0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,271867,4
1140, David Bowie,Let's Dance - 1999 Remaster,rock,0F0MA0ns8oXwGw66B2BSXm,0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,457133,4
1141, Cream,Sunshine Of Your Love,rock,5y4761pjcksXs1hNsCmc4n,0.691,0.592,2,-8.089,1,0.0366,0.389,3.29e-05,0.124,0.736,115.152,250400,4
1142, Queen,We Will Rock You - Remastered,rock,54flyrjcdnQdco7300avMJ,0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,122067,4
1143, The Who,Pinball Wizard,rock,1zGk1kgAxCpg6PHjGuLe4J,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,180943,4
1144, The Rolling Stones,Beast Of Burden - Remastered,rock,0832Tptls5YicHPGgw7ssP,0.786,0.87,1,-3.875,0,0.0316,0.413,0.000494,0.0389,0.864,100.66,265173,4
1145, Talking Heads,Once in a Lifetime - 2005 Remaster,rock,38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4
1146, Boston,Peace of Mind,rock,3sY6z4pGcxpMwx3W026WtU,0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,303587,4
1147, Black Sabbath,Iron Man - 2012 - Remaster,rock,3IOQZRcEkplCXg6LofKqE9,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,355304,4
1148, The Doobie Brothers,Listen to the Music,rock,7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4
1152, The Rolling Stones,Wild Horses - 2009 Mix,rock,52dm9op3rbfAkc1LGXgipW,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,4
1153, The Police,Roxanne,rock,2NMgVh5qaPprKTEzFe3501,0.611,0.683,0,-9.872,1,0.426,0.0535,4.23e-06,0.0378,0.65,133.149,188907,4
1154, The Rolling Stones,"Paint It, Black",rock,63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4
1158, U2,Sunday Bloody Sunday - Remastered 2008,rock,5gFkAC68P66ZNVKXKjYtDm,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,4
1159, Dire Straits,Sultans Of Swing,rock,3LTMnFa0hhwisyq6ILahyj,0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,348624,4
1160, Creedence Clearwater Revival,Fortunate Son,rock,3yI282DoIJyERd0vGukMoB,0.643,0.669,0,-7.485,1,0.0398,0.208,0.00664,0.151,0.609,132.709,140773,4
1161, Genesis,I Can't Dance - Remastered 2007,rock,7safX55XidhznxK5eDdDm5,0.916,0.523,3,-9.733,1,0.0521,0.432,1.13e-05,0.0488,0.88,107.564,241360,4
1162, Scorpions,Still Loving You,rock,0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
1163, Iggy Pop,The Passenger,rock,3yP0cohcr97BUNJcgvmSVg,0.5,0.846,0,-8.098,1,0.0457,0.0797,0.0,0.241,0.738,134.937,284067,4
1164, The Animals,House of the Rising Sun,rock,3XC7Jd6SfrQYKZJ6inyRHK,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3
1165, The Cure,Boys Don't Cry,rock,1QFh8OH1e78dGd3VyJZCAC,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,155973,4
1169, Chuck Berry,Johnny B. Goode,rock,4GHF75LwRT2Hsv9z3ZXpM8,0.533,0.871,10,-6.085,1,0.0656,0.759,0.000186,0.337,0.97,167.841,159427,4
1170, Deep Purple,Smoke On The Water - Remastered 2012,rock,5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742,4
1171, KISS,I Was Made For Lovin' You,rock,2ZSCy3P1QzpJySCWA6NRIU,0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-05,0.0723,0.867,128.374,271240,4
1175, Trust,Antisocial,rock,1jO4l4FhDK46ccYxBlSf4h,0.445,0.853,0,-9.037,1,0.0625,0.13,7.47e-06,0.134,0.527,90.376,309453,4
1176, The Doobie Brothers,Long Train Runnin',rock,4nXkbcTj3nyww1cHkw5RAP,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4
1177, Midnight Oil,Beds Are Burning,rock,4fip7UWzXWW2Yp2D8Yj9aA,0.768,0.331,0,-15.038,1,0.0412,0.0116,0.000113,0.0783,0.298,119.19,255733,4
1178, TOTO,Africa,rock,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
1182, Blondie,Call Me,rock,4qO03RMQm88DdpTJcxlglY,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600,4
1183, Joan Jett & The Blackhearts,I Love Rock 'N Roll,rock,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,4
1184, The Turtles,Happy Together,rock,1JO1xLtVc8mWhIoE3YaCL0,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4
1185, Eric Clapton,Cocaine,rock,2udGjDmpK1dH9VGyw7nrei,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,221640,4
1186, The Kinks,You Really Got Me - Mono Mix,rock,29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4
1190, T. Rex,Get It On,rock,0LoQuiekvzqx7n8flgEKzF,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59,262613,4
1191, Black Sabbath,Paranoid,rock,1jzDzZWeSDBg5fhNc3tczV,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4
1192, Yes,Owner of a Lonely Heart,rock,0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268507,4
1193, The Beach Boys,I Get Around (Mono),rock,3v9xlH6BpmRbqL7hgNJhfT,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
1194, Simple Minds,Don't You (Forget About Me),rock,3fH4KjXFYMmljxrcGrbPj9,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
1195, Status Quo,In The Army Now,rock,6QLspHLCLftSGPa6vNzKuo,0.686,0.722,9,-7.094,0,0.0233,0.101,3.37e-06,0.11,0.904,104.665,281747,4
1196, George Harrison,Got My Mind Set On You - Remastered 2004,rock,3OeUlriM0EZHdWleJtjoVr,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,234653,4
1197, Neil Young,Heart of Gold - 2009 Remaster,rock,1Q1b8eVkUPGlpSArl8JAVw,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,187013,4
1201, The Who,Behind Blue Eyes,rock,0cKk8BKEi7zXbdrYdyqBP5,0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427,4
1202, The Stranglers,Golden Brown,rock,2AX5E86cn9n2dgioZEjirI,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,206760,3
1203, Téléphone,Ça (c'est vraiment toi) - Remasterisé en 2015,rock,7p5Na4GvFzP6M7i1ti2YRJ,0.597,0.916,9,-3.489,1,0.0507,0.0239,3.63e-06,0.305,0.921,139.427,268560,4
1204, The Beatles,Come Together - Remastered,rock,0MKqeOVdZcUFGJvWpGCKbG,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4
1205, The Doors,Break on Through (To the Other Side),rock,6ToM0uwxtPKo9CMpbPGYvM,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4
1206, Roy Orbison,"Oh, Pretty Woman",rock,48i055G1OT5KxGGftwFxWy,0.619,0.603,9,-9.481,1,0.0342,0.715,0.0,0.0721,0.958,127.432,178933,4
1207, Elvis Presley,Hound Dog,rock,64Ny7djQ6rNJspquof2KoX,0.357,0.756,0,-8.492,1,0.0621,0.733,0.00505,0.76,0.95,174.797,136027,4
1208, Alice Cooper,School's Out,rock,5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,4
1209, David Bowie,Heroes - 2017 Remaster,rock,7Jh1bpe76CNTCgdgAdBw4Z,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,4
1210, Fleetwood Mac,Go Your Own Way - 2004 Remaster,rock,07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4
1211, Billy Idol,Rebel Yell,rock,4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533,4
1212, Boston,More Than a Feeling,rock,1QEEqeFIZktqIpPI4jSVSF,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4
1213, Ramones,Blitzkrieg Bop - 2016 Remaster,rock,4KcH1ZRV2W1q7Flq0QqC76,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,134467,4
1214, Pink Floyd,Comfortably Numb - 2011 Remastered Version,rock,7Fg4jpwpkdkGCvq1rrXnvx,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297,4
1215, Radiohead,Creep,rock,6b2oQwSGFkzsMtQruIWm2p,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,238640,4
1216, The Cure,Just Like Heaven,rock,4NnWuGQujzWUEg0uZokO5M,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,212013,4
1217, Red Hot Chili Peppers,Californication,rock,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4
1218, Nirvana,Smells Like Teen Spirit,rock,1f3yAtsJtY87CTmM8RLnxf,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
1219, Blur,Song 2 - 2012 Remaster,rock,1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,4
1220, The White Stripes,Seven Nation Army,rock,7i6r9KotUPQg3ozKKgEPIN,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,231733,4
