,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,daniel powter,bad day,2006,1,0mUyMawtxj1CJ76kn9gIZK,76,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233640,4
1,sean paul,temperature,2006,2,0k2GOhqsrxDTAbFFSdNJjT,77,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4
2,nelly furtado ring timbaland,promiscuous,2006,3,47aQT2aV12TyilaoYi1NiD,73,0.795,0.978,10,-6.097,0,0.0459,0.046,8.29e-05,0.143,0.843,114.321,242200,4
3,james blunt,you're beautiful,2006,4,0vg4WnUWvze6pBOJDTq99k,76,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,4
4,shakira ring wyclef jean,hips don't lie,2006,5,3ZFTkvIE7kyPt6Nu3PEa7V,83,0.778,0.824,10,-5.892,0,0.0712,0.284,0.0,0.405,0.756,100.024,218093,4
5,natasha bedingfield,unwritten,2006,6,1D1nixOVWOxvNfWi0UD7VX,76,0.706,0.801,5,-6.333,1,0.0399,0.00577,0.0,0.0822,0.63,100.013,259333,4
6,gnarls barkley,crazy,2006,7,2N5zMZX7YeL1tico8oQxa9,72,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,4
7,chamillionaire ring krayzie bone,ridin',2006,8,3kZoay4ANo86ehb6s4RwS9,71,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,303053,4
8,justin timberlake,sexyback,2006,9,0O45fw2L5vsWpdsOdXwNAR,77,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4
10,justin timberlake,sexyback,2007,63,0O45fw2L5vsWpdsOdXwNAR,77,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4
12,mary j  blige,be without you,2006,11,2YegxR5As7BeQuVp2U6pek,62,0.724,0.705,2,-5.859,0,0.112,0.067,0.0,0.262,0.662,146.589,246333,4
13,nelly ring paul wall ali  gipp,grillz,2006,12,6zS6zUoWh8QluIZ2lv9tWb,58,0.865,0.514,4,-7.251,0,0.241,0.0399,0.0,0.255,0.822,82.987,271240,4
14,the fray,over my head (cable car),2006,13,1N62wozuHCvczCkY4QidpP,69,0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,236267,4
15,the pussycat dolls ring snoop dogg,buttons,2006,15,3BxWKCI06eQ5Od8TY2JBeA,65,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,225560,4
16,chris brown,run it!,2006,16,7xYnUQigPoIDAMPVK79NEq,71,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,229867,4
17,ne-yo,so sick,2006,17,6brl7bwOHmGFkNw3MBqssT,77,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4
18,yung joc,it's goin' down,2006,18,05Sgj1Hx03ZXc57gsV1kfX,66,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840,4
19,rihanna,sos,2006,19,30cSNer6TV8x2utjULVeQ5,69,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,4
20,panic! at the disco,i write sins not tragedies,2006,20,4bPQs0PHn4xbipzdPfn6du,74,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094,186635,4
21,the all-american rejects,move along,2006,21,2l57cfmCnOkwNX1tky02n1,67,0.518,0.916,3,-3.858,1,0.0454,0.000148,0.0,0.291,0.646,109.864,238880,4
22,fergie,london bridge,2006,22,7jRoWfRlLnGYEIEn4t4kbq,62,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951,241307,4
23,red hot chili peppers,dani california,2006,23,10Nmj3JCNoMeBQ87uw5j8k,76,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160,4
24,lil jon ring e-40  sean paul of the youngbloodz,snap yo fingers,2006,24,6o3s08kk2fQI37vxGZDrJ1,68,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,274387,4
25,dem franchize boyz ring lil peanut  charlay,lean wit it rock wit it,2006,25,7cVmKBwzPsh4Fmb6SplfEm,61,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,229813,4
26,rascal flatts,what hurts the most,2006,26,4bVuIlGQBMWS7vIhcx8Ae4,70,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,214107,4
27,the fray,how to save a life,2006,27,5fVZC9GiM4e8vu99W0Xf6J,81,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4
29,the fray,how to save a life,2007,24,5fVZC9GiM4e8vu99W0Xf6J,81,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4
31,rihanna,unfaithful,2006,28,13xxBnXOuiBxVxJI458B0i,71,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,226973,4
32,snow patrol,chasing cars,2006,29,11bD1JtSjlIgKgZG2134DZ,78,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4
34,snow patrol,chasing cars,2007,61,11bD1JtSjlIgKgZG2134DZ,78,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4
36,hinder,lips of an angel,2006,30,40LQiUUUKXVGyNs09lHVjW,72,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,261853,4
38,hinder,lips of an angel,2007,46,40LQiUUUKXVGyNs09lHVjW,72,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,261853,4
40,cascada,everytime we touch,2006,31,1eOHw1k2AoluG4VyjBHLzX,66,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,196467,4
41,christina aguilera,ain't no other man,2006,32,7huo2wvrCgRucUsjdSDLQV,62,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4
42,kanye west ring jamie foxx,gold digger,2006,34,1PS1QMdUqOal0ai3Gt7sDQ,77,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4
43,ludacris ring pharrell,money maker,2006,35,2JpUkUR0OsOlUUfm6iS8ic,61,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,230613,4
45,ludacris ring pharrell,money maker,2007,92,2JpUkUR0OsOlUUfm6iS8ic,61,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,230613,4
47,bubba sparxxx ring ying yang twins  mr  collipark,ms  new booty,2006,36,0k6HUzaRHpQ3eEWr1C7Esh,63,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,252653,5
48,sean paul ring keyshia cole,(when you gonna) give it up to me,2006,37,6k8uthjEbttfWXcGaNTQGD,46,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,243880,4
49,nickelback,photograph,2006,38,3hb2ScEVkGchcAQqrPLP0R,68,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,258920,4
50,kelly clarkson,because of you,2006,39,3f3omU8n47Mqyab5nCaGyT,71,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493,4
51,the pussycat dolls,stickwitu,2006,40,4NjR63Up0uMkQBlKvlZd1l,63,0.655,0.54,9,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983,207507,4
52,the black eyed peas,my humps,2006,42,123kgSJgD9pTQdODBohdt1,5,0.802,0.682,1,-5.919,0,0.225,0.112,1.63e-05,0.109,0.586,123.94,326960,4
53,chris brown,yo (excuse me miss),2006,44,7DFnq8FYhHMCylykf6ZCxA,73,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,229040,4
54,d4l,laffy taffy,2006,46,2ajhenDRiiAnCHHjsIOHhJ,66,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,4
55,t i,what you know,2006,47,3UjtIALeg72qmJiKPWBvM3,69,0.561,0.741,6,-4.239,0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,191707,4
56,the all-american rejects,dirty little secret,2006,48,5lDriBxJd22IhOH9zTcFrV,70,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653,4
57,nickelback,savin' me,2006,49,4Gd9PUEuOTOJtbgd4YxLXM,65,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.021,219320,4
58,mariah carey,don't forget about us,2006,50,2hQU8LNZFUcXLUwqeABX3K,59,0.7,0.529,10,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555,233867,4
59,ne-yo,sexy love,2006,51,10aWGOqSDBqvNzJ9NeKDbK,68,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4
60,e-40 ring t-pain  kandi girl,u and dat,2006,52,7g7M96UGiA7OR79H86gV4m,62,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720,4
61,nickelback,far away,2006,53,0ADZ5dmXhlfzjMw6lefoPl,71,0.518,0.797,6,-5.153,1,0.0309,0.000696,0.0,0.107,0.293,132.915,238173,4
63,nickelback,far away,2007,94,0ADZ5dmXhlfzjMw6lefoPl,71,0.518,0.797,6,-5.153,1,0.0309,0.000696,0.0,0.107,0.293,132.915,238173,4
65,nick lachey,what's left of me,2006,54,1bPqAXwNiVcM6zjJU1Z4Cd,50,0.421,0.728,7,-5.644,1,0.035,0.136,0.0,0.136,0.311,150.12,244667,4
66,cherish ring sean paul of the youngbloodz,do it to it,2006,56,0iA1unTbTbDOWUSlbwJ1pS,64,0.558,0.818,8,-4.07,1,0.0403,0.071,0.0,0.21,0.453,81.034,184507,4
67,kt tunstall,black horse  the cherry tree,2006,57,0qAMjeQFyd1qD0LDiV8gWp,63,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,172373,4
68,juelz santana,there it go! (the whistle song),2006,58,50UkypyQJbSQLaXHke5Yep,60,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4
69,young dro ring t i,shoulder lean,2006,59,2OqYarizUUGzSSNHPrDEii,57,0.7,0.518,4,-7.191,0,0.177,0.0471,0.0,0.1,0.542,75.973,258680,4
70,jamie foxx ring ludacris,unpredictable,2006,60,3UNrtRxBBlWE70SjxnOo02,52,0.734,0.599,9,-8.462,1,0.197,0.206,0.0,0.0555,0.772,145.185,219867,4
71,justin timberlake ring t i,my love,2006,61,5blHL2xSCGv00fr1DGuvEf,69,0.527,0.943,4,-3.56,1,0.065,0.0249,0.0,0.373,0.584,140.132,184573,4
73,justin timberlake ring t i,my love,2007,26,5blHL2xSCGv00fr1DGuvEf,69,0.527,0.943,4,-3.56,1,0.065,0.0249,0.0,0.373,0.584,140.132,184573,4
75,eminem ring nate dogg,shake that,2006,62,0fGh0trRN1xz3s41r7V5ce,72,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,274440,4
76,chingy ring tyrese,pullin' me back,2006,63,5hF2LnbkpnXCkksMSeWcxZ,60,0.786,0.511,7,-6.66,1,0.286,0.0825,0.0,0.12,0.587,80.0,234133,4
77,kelis ring too $hort,bossy,2006,64,0Eu5SrReZzaJX0NLKI8tQS,51,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947,4
78,jibbs,chain hang low,2006,65,0tYPj0NYa7vjlJaqlRSnJb,58,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4
79,akon ring eminem,smack that,2006,66,2kQuhkFX7uSVepCD3h29g5,70,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,212360,4
81,akon ring eminem,smack that,2007,15,2kQuhkFX7uSVepCD3h29g5,70,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,212360,4
83,ray j,one wish,2006,67,5qrzhg9Fmu8Amg2uMhHfe5,68,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,337640,4
84,fall out boy,sugar we're goin' down,2006,68,2TfSHkHiFO4gRztVIkggkE,78,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4
85,chris brown ring lil wayne,gimme that,2006,69,53ETzLQQKFCzykRbqWb1ph,63,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,186827,4
86,yung joc ring brandy 'ms  b ' hambrick,i know you see it,2006,70,6giYNaycmjkbf7UmZ6RGtL,51,0.744,0.368,1,-6.349,1,0.0524,0.0702,0.0,0.192,0.391,84.018,241307,4
87,bon jovi,who says you can't go home,2006,71,5439qJTu5mVH9aeriwp03u,55,0.537,0.885,7,-3.641,1,0.0343,0.0437,0.0,0.274,0.802,131.698,230280,4
88,jojo,too little too late,2006,72,3hc7PLcmuZbJGPjhIore1i,67,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,223533,4
89,busta rhymes,touch it,2006,73,3HVJbdz0V402U5YggQK4Ao,54,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,214960,5
90,daddy yankee,rompe,2006,74,3MaUzqycB05K0oxq3qPFZO,0,0.687,0.806,1,-6.019,0,0.0549,0.0358,5.83e-06,0.0569,0.534,176.064,189040,4
91,rascal flatts,life is a highway,2006,76,2Fs18NaCDuluPG1DHGw1XG,73,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,276320,4
92,evanescence,call me when you're sober,2006,77,663Karu2rvKLdnY0eo1n3M,66,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,214707,4
93,carrie underwood,jesus take the wheel,2006,78,3lec3CzDPAxsZokPph5w87,61,0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,226493,4
94,danity kane,show stopper,2006,79,5FRIqUXfTazrtRmYEGO4G0,56,0.755,0.408,5,-10.33,0,0.187,0.0133,0.0,0.33,0.465,76.034,229240,4
95,sean paul,we be burnin',2006,81,4kOTDj4SiZPkW1p96WMDNv,57,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,213066,4
96,blue october,hate me,2006,82,1tL40tfdtUaSLek4DvDDr3,54,0.449,0.691,4,-5.65,0,0.0349,0.477,0.0,0.0966,0.201,93.267,380200,4
97,lifehouse,you and me,2006,83,0815caqt2Lytro5EIzMufT,76,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,195493,3
98,the pussycat dolls ring will i am,beep,2006,84,2qBNmCtprsZoCfpE0dR8xR,54,0.763,0.886,2,-6.211,1,0.1,0.107,5.17e-06,0.273,0.782,170.128,289507,4
99,dem franchize boyz ring jermaine dupri da brat  bow wow,i think they like me,2006,85,5a4AQWs84xeEyYUd1iC2Pn,49,0.781,0.625,7,-9.139,1,0.373,0.00447,0.0,0.185,0.679,83.024,282093,4
100,chris brown,say goodbye,2006,86,5F7IJrXD6Fa3EmqoYE0gU4,67,0.8,0.502,1,-6.062,1,0.0371,0.00167,0.0,0.0784,0.388,115.091,289760,4
101,john mayer,waiting on the world to change,2006,87,5imShWWzwqfAJ9gXFpGAQh,74,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201173,4
103,john mayer,waiting on the world to change,2007,47,5imShWWzwqfAJ9gXFpGAQh,74,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201173,4
105,young jeezy ring akon,soul survivor,2006,88,0Ss50OU9tCozI7JIywkv14,66,0.682,0.483,10,-7.718,1,0.0451,0.00103,0.0,0.159,0.108,84.012,280013,4
106,the black eyed peas,pump it,2006,89,6btyEL6NwUa97Nex9cZFvo,67,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,213067,4
107,eminem,when i'm gone,2006,90,2lRI7n5b9jlPYsEpRuots6,62,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068,281120,4
108,madonna,hung up,2006,91,3850dYVgOFIXJh5U4BFEWH,72,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4
109,three 6 mafia ring young buck  eightball  mjg,stay fly,2006,92,5MYFw4T2gy52pOGBN4EYHS,63,0.789,0.881,11,-5.758,1,0.0331,0.108,0.0,0.355,0.647,133.301,236600,4
110,keyshia cole,love,2006,93,0W4NhJhcqKCqEP2GIpDCDq,74,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,255333,4
111,ne-yo,when you're mad,2006,94,5FXOEdfNW7nYQrBWtW49Cl,55,0.66,0.548,6,-7.127,1,0.215,0.364,0.0,0.108,0.436,86.947,222000,4
112,t i,why you wanna,2006,95,32YzjV133gteg9LMBGO2OA,52,0.764,0.733,11,-10.763,0,0.0538,0.0986,0.00104,0.171,0.887,116.185,252307,4
113,p!nk,stupid girls,2006,96,1Ab6RxeKl3e07zP7Get7CX,52,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,197173,4
114,gorillaz,feel good inc,2006,97,0d28khcov6AiegSCpG5TuT,81,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4
115,t-pain,i'm sprung,2006,98,0F7rEdewJ6cSLylOZZpDu7,66,0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,230713,4
116,taylor hicks,do i make you proud,2006,99,3lxFENvLW8nxXAbNfkZ7IJ,39,0.463,0.524,1,-8.207,1,0.0316,0.026,0.0,0.102,0.308,144.055,248693,4
117,beyonce,irreplaceable,2007,1,6RX5iL93VZ5fKmyvNXvF1r,72,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,4
118,rihanna ring jay-z,umbrella,2007,2,49FYlytm3dAAraYgpoJZux,80,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
119,gwen stefani ring akon,the sweet escape,2007,3,66ZcOcouenzZEnzTJvoFmH,68,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4
120,fergie,big girls don't cry,2007,4,3Q4WeJmzxuDpzMu9QjQqbM,75,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,268120,4
122,fergie,big girls don't cry,2008,78,3Q4WeJmzxuDpzMu9QjQqbM,75,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,268120,4
124,t-pain ring yung joc,buy u a drank (shawty snappin'),2007,5,2aIdVb8v9KTpEZnftkz2mD,75,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,227960,4
126,plies ring t-pain,shawty,2007,60,2aIdVb8v9KTpEZnftkz2mD,75,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,227960,4
128,carrie underwood,before he cheats,2007,6,0ZUo4YjG4saFnEJhdWp9Bt,75,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,199947,4
129,plain white t's,hey there delilah,2007,7,4RCWB3V8V0dignt99LZ8vH,81,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,4
130,akon ring snoop dogg,i wanna love you,2007,8,4xAk8Lw82G3YoVSOdVAsBx,68,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067,4
131,nelly furtado,say it right,2007,9,5AtFypwxB2ShXSxNj12dEd,59,0.871,0.869,1,-6.308,1,0.139,0.0409,0.00111,0.053,0.834,116.95,223080,4
132,fergie ring ludacris,glamorous,2007,10,4KTtYhxFtFL7mBwnjkKfLm,67,0.81,0.755,0,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,246573,4
133,akon,don't matter,2007,11,7I6DceMT3utDOHjcYCbrr4,66,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,293053,4
134,avril lavigne,girlfriend,2007,12,45hOioMDJktr86iKDHC8gr,76,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4
135,maroon 5,makes me wonder,2007,13,1lHXlGlve5Zx8tXLhyjDwM,57,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080,4
136,shop boyz,party like a rockstar,2007,14,1IYaMVfidzSfvCUZYXhsU1,61,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972,253400,4
137,mims,this is why i'm hot,2007,16,0AA6zq5ArZ1sSH7VIMi4NK,60,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,253707,4
138,daughtry,it's not over,2007,17,234RqTZmnDTnxWlVciXHLD,60,0.428,0.919,10,-3.245,0,0.0618,0.0503,0.0,0.245,0.294,145.927,214831,4
139,timbaland ring keri hilson,the way i are,2007,18,2bLqfJjuC5syrsgDsZfGmn,75,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4
141,timbaland ring keri hilson,the way i are,2008,96,2bLqfJjuC5syrsgDsZfGmn,75,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4
143,fergie,fergalicious,2007,19,1D066zixBwqFYqBhKgdPzp,71,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,4
144,soulja boy tell'em,crank that (soulja boy),2007,20,66TRwr5uJwPt15mfFkzhbi,75,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,4
146,soulja boy tell'em,crank that (soulja boy),2008,54,66TRwr5uJwPt15mfFkzhbi,75,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,4
148,timbaland ring nelly furtado  justin timberlake,give it to me,2007,21,0wbDgMuAoy7O7pL3a69uZx,66,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,234027,4
149,justin timberlake,what goes around   comes around,2007,22,3pD0f7hSJg2XdQ6udw5Tey,70,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,4
150,gym class heroes ring patrick stump,cupid's chokehold/breakfast in america,2007,23,2Lhdl74nwwVGOE2Gv35QuK,66,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,243773,4
151,daughtry,home,2007,25,2mobr1UlKjhxDTOVqng3jw,58,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,255652,4
152,kanye west,stronger,2007,27,4fzsfWzRhPawzqhX8Qt9F3,80,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311867,4
153,jim jones,we fly high,2007,28,3RGyFugqjQjlL8XX0NW8dZ,57,0.506,0.799,1,-6.58,1,0.38,0.0791,0.0,0.0929,0.461,120.405,236080,5
154,unk,walk it out,2007,30,6PBAPjshd2JfEiWpdf3C2a,58,0.794,0.777,1,-3.696,0,0.0813,0.0982,0.0,0.202,0.706,160.022,173040,4
155,sean kingston,beautiful girls,2007,31,1hGy2eLcmC8eKx7qr1tOqx,78,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4
156,fall out boy,this ain't a scene it's an arms race,2007,32,1oagRT7LfpVlNJN6FSZDGp,67,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040,4
157,t-pain ring akon,bartender,2007,33,5kxddRG1RZaZROadk7iC4D,69,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987,238800,4
158,huey,pop lock  drop it,2007,34,6vs9xToxh23nXF8sucqnfP,53,0.745,0.568,0,-8.332,1,0.164,0.000756,0.0,0.159,0.493,144.14,263240,4
159,ludacris ring mary j  blige,runaway love,2007,35,3QnEp4rluCxUwgpXT43jmC,51,0.405,0.721,1,-6.97,1,0.283,0.329,0.0,0.252,0.815,92.854,280680,4
160,nickelback,rockstar,2007,36,6n9yCXvLhnYMgJIiIcMu7D,68,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.073,252040,4
161,fall out boy,thnks fr th mmrs,2007,37,3Zwu2K0Qa5sT6teCCHPShP,77,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507,4
162,linkin park,what i've done,2007,38,18lR4BzEs7e3qzc0KVkTpU,77,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613,4
163,justin timberlake,summer love,2007,39,1MBM7CyZbwJpVbbZJnHHRg,63,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,252973,4
164,elliott yamin,wait for you,2007,41,0U969xYNlAyfzi8P1TaO7u,63,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027,261320,4
165,fat joe ring lil wayne,make it rain,2007,43,4JPCdSaqs9dJd7RatFSHww,59,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28,247413,4
166,fabolous ring ne-yo,make me better,2007,44,0YkJU6TjjwzsVXUPRIO0DB,61,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491,253573,4
167,omarion,ice box,2007,45,5qhlC4Rzals34zxovrPzKp,60,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,256427,4
168,robin thicke,lost without u,2007,48,4V2F0DZrAXOWq9hkwMMG3x,62,0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,254147,5
169,r  kelly or bow wow (ring t i   t-pain),i'm a flirt,2007,49,6OOabDq14n7G9r0HViLLZR,0,0.484,0.471,11,-14.784,0,0.393,0.378,0.0,0.606,0.737,154.173,60133,4
170,nickelback,if everyone cared,2007,50,44w63XqGr3sATAzOnOySgF,57,0.522,0.874,6,-4.392,0,0.0362,0.000273,0.00579,0.261,0.196,132.018,215106,4
171,lloyd,get it shawty,2007,51,2a03afRiyAbNAleOByVju4,60,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,209533,4
172,the red jumpsuit apparatus,face down,2007,52,4wzjNqjKAKDU82e8uMhzmr,75,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,192000,4
173,baby boy da prince ring lil boosie,the way i live,2007,53,68Zq7PMcPIQE8ol1x3gAqw,57,0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02,324907,4
174,bow wow ring chris brown  johnta austin,shortie like mine,2007,54,6oUGAx0vkBcnGzYkvw0ZsA,68,0.758,0.642,7,-8.128,0,0.221,0.0745,0.0,0.191,0.701,142.078,268067,4
