,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
799,imagine dragons,radioactive,2014,57,4G8gkOterJn0Ywt6uhqbhp,72,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4
801,baauer,harlem shake,2013,4,01XFgRZfZI7oBagNf1Loml,58,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664,4
802,justin timberlake,mirrors,2013,6,4rHZZAmHpZrA3iH5zx8frV,77,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4
803,p!nk ring nate ruess,just give me a reason,2013,7,1mKXFLRA179hdOWQBwUk9e,81,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
804,bruno mars,when i was your man,2013,8,0nJW01T7XtvILxQgC5J7Wh,83,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4
805,florida georgia line ring nelly,cruise,2013,9,0i5el041vd6nxrGEU8QRxy,71,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4
806,katy perry,roar,2013,10,6F5c58TMEs1byxUstkzVeM,75,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4
808,katy perry,roar,2014,46,6F5c58TMEs1byxUstkzVeM,75,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4
810,bruno mars,locked out of heaven,2013,11,3w3y8KPTfNeOKPiqUTakBh,81,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
811,daft punk ring pharrell williams,get lucky,2013,14,2Foc5Q5nqNiosCNqttzHof,77,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,4
812,lorde,royals,2013,15,2dLLR6qlu5UJ5gk0dKz0h3,76,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4
814,lorde,royals,2014,20,2dLLR6qlu5UJ5gk0dKz0h3,76,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4
816,taylor swift,i knew you were trouble,2013,16,72jCZdH0Lhg93z6Z4hBjgj,66,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4
817,miley cyrus,we can't stop,2013,17,2y4lAQpi5VTNLu2ldeTdUH,79,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4
818,miley cyrus,wrecking ball,2013,18,2vwlzO0Qp8kfEtzTsCXfyE,76,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
820,miley cyrus,wrecking ball,2014,44,2vwlzO0Qp8kfEtzTsCXfyE,76,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
822,avicii,wake me up!,2013,19,0nrRP2bk19rLc0orkWPQk2,83,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
824,avicii,wake me up!,2014,22,0nrRP2bk19rLc0orkWPQk2,83,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
826,justin timberlake ring jay z,suit  tie,2013,20,6vt0I1cw1YmAIKDJvHVIM5,68,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,326280,4
827,anna kendrick,cups (pitch perfect's when i'm gone),2013,21,6mH3qVIeOsnQIAho5eWwhH,59,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,128013,4
828,jay z ring justin timberlake,holy grail,2013,22,37jTPJgwCCmIGMPB45jrPV,63,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413,4
829,will i am  britney spears,scream  shout,2013,23,2iJuuzV8P9Yz0VSurttIV5,75,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,4
830,zedd ring foxes,clarity,2013,24,60wwxj6Dd9NJlirf84wr2c,74,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427,4
831,awolnation,sail,2013,25,5xhQChGGhKLWqBqX4XhtYE,76,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,259102,4
832,capital cities,safe and sound,2013,29,6Z8R6UsFuGXGtiIxiD8ISb,79,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5
833,bruno mars,treasure,2013,30,55h7vJchibLdUkxdlX3fK7,77,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,4
834,drake,started from the bottom,2013,32,5DI9jxTHrEiFAhStG7VA8E,66,0.793,0.524,8,-7.827,1,0.156,0.0319,0.0,0.156,0.579,86.325,174133,4
835,selena gomez,come  get it,2013,33,6LoQHIo74tOzQ8EsLEkhgF,69,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,4
836,drake ring majid jordan,hold on we're going home,2013,34,2aSC2xhRxOLiiZZVjhbylH,70,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,4
838,drake ring majid jordan,hold on we're going home,2014,55,2aSC2xhRxOLiiZZVjhbylH,70,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,4
840,maroon 5,daylight,2013,35,6TwfdLbaxTKzQi3AgsZNzx,59,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007,225307,4
841,pitbull ring christina aguilera,feel this moment,2013,36,0Hf4aIJpsN4Os2f0y0VqWl,73,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,4
842,lady gaga,applause,2013,37,5ka2ajep9OAvU5Sgduhiex,72,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,4
843,lil wayne ring drake  future,love me,2013,39,4e0FYxSROat25pH16zMTZI,77,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4
844,fall out boy,my songs know what you did in the dark (light em up),2013,40,7s0lDK7y3XLmI7tcsRAbW0,68,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4
845,a$ap rocky ring drake 2 chainz  kendrick lamar,f**kin problems,2013,41,4X5f3vT8MRuXF68pfjNte5,76,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,233787,4
846,justin bieber ring nicki minaj,beauty and a beat,2013,42,5YlMFlkjFL0JMaofEtph2W,3,0.689,0.302,10,-8.441,1,0.0326,0.734,0.0,0.13,0.699,127.634,144693,4
847,macklemore  ryan lewis ring mary lambert,same love,2013,43,01uqI4H13Gsd8Lyl1EYd8H,68,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,4
848,calvin harris ring florence welch,sweet nothing,2013,44,24LS4lQShWyixJ0ZrJXfJ5,71,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4
849,lana del rey  cedric gervais,summertime sadness,2013,45,2dBwB667LHQkLhdYlwLUZK,63,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,265427,4
850,j  cole ring miguel,power trip,2013,48,2uwnP6tZVVmTovzX5ELooy,72,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,241160,4
851,alicia keys ring nicki minaj,girl on fire,2013,49,4esOae7i4rqTbAu9o5Pxco,76,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920,4
852,demi lovato,heart attack,2013,50,1V6gIisPpYqgFeWbMLI0bA,75,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,4
853,mumford  sons,i will wait,2013,52,0hm8rgOY17z7kQJlqGKbu7,69,0.48,0.756,1,-5.399,1,0.0333,0.00993,0.00704,0.312,0.447,131.127,276720,4
854,p!nk,try,2013,53,1jF7IL57ayN4Ity3jQqGu0,74,0.673,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,103.998,247907,4
855,darius rucker,wagon wheel,2013,54,3xdjjKMcMOFgo1eQrfbogM,76,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4
856,calvin harris ring ellie goulding,i need your love,2013,56,05SBRd4fXgn8FX7bf8BCAE,71,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4
857,blake shelton ring pistol annies  friends,boys 'round here,2013,60,39FwE8edwuyiaa4PrGBkP7,67,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760,4
858,imagine dragons,demons,2013,62,3LlAyCYU26dvFZBDUIMb7a,74,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
860,imagine dragons,demons,2014,23,3LlAyCYU26dvFZBDUIMb7a,74,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
862,onerepublic,counting stars,2013,63,6sy3LkhNFjJWlaeSMNwQ62,74,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,4
864,onerepublic,counting stars,2014,5,6sy3LkhNFjJWlaeSMNwQ62,74,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,4
866,flo rida,i cry,2013,64,4bZd0nRuX8HyjeXAUBczvm,63,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800,4
867,of monsters and men,little talks,2013,65,2ihCaVdNZmnHZWt0fvAM7B,78,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4
868,jason derulo,the other side,2013,66,5FljCWR0cys07PQ9277GTz,60,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,226987,4
869,eminem,berzerk,2013,67,6Xk7PnitV9jCRorWt2LiVZ,67,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084,238746,4
870,kelly clarkson,catch my breath,2013,68,5qxPabNDnJQ551Tf4v6k3j,53,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124.042,250387,4
871,luke bryan,crash my party,2013,69,6GBUsjHfZuweYf5lQEz6mP,61,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,234760,4
872,rihanna,pour it up,2013,70,76VtA90NKurNqaQpV126Ue,63,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200,4
873,taylor swift,22,2013,71,3bIxTsfeNMO7Nt2J3EUKrA,60,0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230133,4
874,hunter hayes,i want crazy,2013,72,4FkgULes13bk2eHrsJg4q9,64,0.562,0.878,8,-4.806,1,0.0387,0.0539,0.0,0.112,0.558,103.029,236865,4
875,ylvis,the fox,2013,73,5HOpkTTVcmZHnthgyxrIL8,64,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008,213708,4
876,one direction,best song ever,2013,74,5T7ZFtCcOgkpjxcuaeZbw0,77,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107,4
877,ed sheeran,the a team,2013,75,1VdZ0vKfR5jneCmWIUAMxK,76,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,258373,4
878,fun,carry on,2013,76,7gpy7sfWPNuOKmUNs3XQYE,61,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,278373,5
879,tim mcgraw with taylor swift,highway don't care,2013,77,4wFUdSCer8bdQsrp1M90sa,64,0.47,0.79,2,-5.352,1,0.039,0.0216,0.0,0.0863,0.495,158.061,276880,4
880,luke bryan,that's my kind of night,2013,78,5HGibWoxnkYSkl6mHmAlOE,70,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,190187,4
881,kendrick lamar,swimming pools (drank),2013,79,6REbwUNlppTfcnV4d4ZoZi,72,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4
882,blake shelton,sure be cool if you did,2013,80,5yIiXdLRE85OBiQmCaUenq,58,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,215720,4
883,olly murs ring flo rida,troublemaker,2013,82,6s8nHXTJVqFjXE4yVZPDHR,73,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012,185587,4
884,ciara,body party,2013,83,0rFZaQ4crlGAzuCjWCQ2xu,64,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,234040,4
885,the script ring will i am,hall of fame,2013,85,1X1DWw2pcNZ8zSub3uhlNz,69,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,202533,4
886,emeli sande,next to me,2013,88,1Xsxp1SEOxuMzjrFZhtw8u,55,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867,4
887,miranda lambert,mama's broken heart,2013,89,2mXsZsJBThTaJXbNcg5QD4,66,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,177773,4
888,thomas rhett,it goes like this,2013,90,6GsAD8PgHxmEuIPTG8GP3M,63,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,186080,4
889,ace hood ring future  rick ross,bugatti,2013,91,0uFvvXbmGIXlf5ZgtHyYpf,64,0.6,0.592,1,-4.947,1,0.0545,0.0191,0.0,0.0955,0.0663,130.205,269267,4
890,lady antebellum,downtown,2013,93,4kY7rYtE4OQkJNq22OIYRI,67,0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,195867,4
891,florida georgia line,get your shine on,2013,94,6s9ICeczYOfbHHIaSMq9jd,62,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4
892,will i am ring justin bieber,#thatpower,2013,95,01TuObJVd7owWchVRuQbQw,68,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,279507,4
893,sara bareilles,brave,2013,96,6Uy6K3KdmUdAfelUp0SeXn,72,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4
895,sara bareilles,brave,2014,74,6Uy6K3KdmUdAfelUp0SeXn,72,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4
897,passenger,let her go,2013,97,0JmiBCpWc1IAc0et7Xm7FL,76,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4
899,passenger,let her go,2014,19,0JmiBCpWc1IAc0et7Xm7FL,76,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4
901,randy houser,runnin' outta moonlight,2013,98,6enPOmd3vSFpI4jjms8kXN,66,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773,4
902,2 chainz,i'm different,2013,99,6J5sxraPPZ4b0CVOGAgpXj,59,0.936,0.702,10,-5.305,1,0.0615,0.0473,0.0,0.0838,0.704,97.524,207040,4
903,paramore,still into you,2013,100,1yjY7rpaAQvKwpdUliHx0d,76,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4
904,pharrell williams,happy,2014,1,60nZcImufyMA1MKQY3dcCH,80,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
905,katy perry ring juicy j,dark horse,2014,2,5jrdCoLpJSvHHorevXBATy,75,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4
906,john legend,all of me,2014,3,3U4isOIWM3VvDubwSI3y7a,86,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
907,iggy azalea ring charli xcx,fancy,2014,4,3oiMJQAWVaxSubJ7b2VUtX,68,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,4
908,jason derulo ring 2 chainz,talk dirty,2014,6,6g6A7qNhTfUgOSH7ROOxTD,66,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,4
909,magic!,rude,2014,7,6RtPijgfPKROxEzTHNRiDp,79,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144.032,224840,4
910,meghan trainor,all about that bass,2014,8,5jE48hhRu8E6zBDPRSkEq7,72,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4
912,meghan trainor,all about that bass,2015,28,5jE48hhRu8E6zBDPRSkEq7,72,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4
914,sam smith,stay with me,2014,10,5Nm9ERjJZ5oyfXZTECKmRt,82,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
916,sam smith,stay with me,2015,58,5Nm9ERjJZ5oyfXZTECKmRt,82,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
918,pitbull ring ke$ha,timber,2014,11,3cHyrEgdyYRjgJKSOiOtcS,78,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
919,bastille,pompeii,2014,12,3gbBpTdY8lnQwqxNCcf795,71,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
920,taylor swift,shake it off,2014,13,5xTtaWoae3wi06K5WfVUUH,70,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4
922,taylor swift,shake it off,2015,18,5xTtaWoae3wi06K5WfVUUH,70,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4
924,nico  vinz,am i wrong,2014,14,1fidCEsYlaVE3pHwKCvpFZ,73,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4
925,dj snake  lil jon,turn down for what,2014,15,67awxiNHNyjMXhVgsHuIrs,72,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
926,eminem ring rihanna,the monster,2014,16,48RrDBpOSSl1aLVCalGl5C,75,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4
927,a great big world  christina aguilera,say something,2014,17,6Vc5wAMmXdKIAM7WUoEb7N,77,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
928,lorde,team,2014,18,3G6hD9B2ZHOsgf4WfNu7X1,74,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4
929,idina menzel,let it go,2014,21,0qcr5FMsEO85NAQjrlDRKo,74,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,223840,4
930,one direction,story of my life,2014,24,4nVBt6MZDDP6tRVdQTgxJg,82,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
931,sia,chandelier,2014,25,2s1sdSqGcKxpPr5lCl7jAV,69,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
933,sia,chandelier,2015,90,2s1sdSqGcKxpPr5lCl7jAV,69,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
935,iggy azalea ring rita ora,black widow,2014,26,7pNC5ZIKtwUK0ReSpM3P9f,65,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4
936,jessie j ariana grande  nicki minaj,bang bang,2014,27,53BHUFdQphHiZUUG3nx9zn,77,0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858,4
938,jessie j ariana grande  nicki minaj,bang bang,2015,80,53BHUFdQphHiZUUG3nx9zn,77,0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858,4
940,disclosure ring sam smith,latch,2014,28,1DunhgeZSEgWiIYbHqXl0c,71,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,4
941,maroon 5,maps,2014,29,4gbVRS8gloEluzf0GzDOFc,77,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
942,chris brown ring lil wayne  french montana or too $hort or tyga,loyal,2014,30,3LnJM1B5Mjgx5LfT9plXUU,75,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4
943,american authors,best day of my life,2014,31,5Hroj5K7vLpIG4FNCRIjbP,78,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4
944,tove lo,habits (stay high),2014,32,14OxJlLdcHNpgsm4DRwDOB,69,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,4
946,tove lo,habits (stay high),2015,77,14OxJlLdcHNpgsm4DRwDOB,69,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,4
948,calvin harris,summer,2014,33,6YUTL4dYpB9xZO5qExPf05,80,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
949,charli xcx,boom clap,2014,34,0Y1MWB026LYxGvhq4EcMiC,59,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4
950,beyonce ring jay z,drunk in love,2014,35,3JWkjpMCesLuBbz2LMMDgz,46,0.752,0.693,10,-5.144,1,0.0932,0.23,0.0,0.199,0.667,119.977,226012,4
951,nicki minaj,anaconda,2014,36,794F99D5BQHS5ZGRXAs7I5,66,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4
952,ariana grande ring zedd,break free,2014,37,12KUFSHFgT0XCoiSlvdQi4,74,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,4
953,enrique iglesias ring descemer bueno  gente de zona,bailando,2014,38,32lm3769IRfcnrQV11LO4E,67,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4
954,ellie goulding,burn,2014,39,0xMd5bcWTbyXS7wPrBtZA6,65,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,231212,4
955,jason derulo ring snoop dogg,wiggle,2014,40,2sLwPnIP3CUVmIuHranJZU,61,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193296,4
956,clean bandit ring jess glynne,rather be,2014,41,3s4U7OHV7gnj42VV72eSZ6,72,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4
957,kid ink ring chris brown,show me,2014,43,4q6dqyGM25sKFU8nYAGRe4,70,0.711,0.508,7,-7.299,1,0.0494,0.0354,0.0,0.141,0.665,98.098,217800,4
958,justin timberlake,not a bad thing,2014,45,3nB82yGjtbQFSU0JLAwLRH,56,0.308,0.563,0,-9.169,1,0.0719,0.527,4.58e-06,0.134,0.109,85.901,688453,4
959,paramore,ain't it fun,2014,47,1j8z4TTjJ1YOdoFEDwJTQa,73,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4
960,aloe blacc,the man,2014,48,2stPxcgjdSImK7Gizl8ZUN,60,0.308,0.769,11,-7.256,0,0.065,0.0331,0.0,0.214,0.488,81.853,254880,4
961,florida georgia line ring luke bryan,this is how we roll,2014,49,2TR7A4ulH9R1PNwMyd8o8U,69,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,220907,4
962,mkto,classic,2014,50,6FE2iI43OZnszFLuLtvvmg,80,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
963,coldplay,a sky full of stars,2014,51,0FDzzruyVECATHXKHFs9eJ,77,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467,4
964,ed sheeran,don't,2014,52,3HVWdVOQ0ZA45FuZGSfvns,83,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
967,ed sheeran,don't,2015,92,3HVWdVOQ0ZA45FuZGSfvns,83,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
970,ed sheeran  justin bieber,i don't care,2019,16,3HVWdVOQ0ZA45FuZGSfvns,83,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
973,trey songz,na na,2014,53,5maiP9UMnTSgoxPX8X3bdz,64,0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975,231907,4
974,bobby shmurda,hot boy,2014,54,0rFke7eNFHbGuGJUdRgjB2,43,0.859,0.5,9,-7.628,1,0.347,0.042,1.6e-05,0.0616,0.186,83.981,194561,4
975,yg ring jeezy  rich homie quan,my hitta,2014,58,5G47DlluL671zo0k3OhoSm,32,0.764,0.504,10,-6.781,0,0.106,0.135,0.0,0.143,0.678,85.545,236093,4
976,echosmith,cool kids,2014,59,13P5rwmk2EsoFRIz9UCeh9,72,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4
977,avicii,hey brother,2014,60,4lhqb6JvbHId48OUJGwymk,75,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4
978,jason derulo,trumpets,2014,61,5KONnBIQ9LqCxyeSPin26k,67,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,217419,4
979,maroon 5,animals,2014,62,2bL2gyO6kBdLkNSkxXNh6x,76,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
981,maroon 5,animals,2015,46,2bL2gyO6kBdLkNSkxXNh6x,76,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
983,jason aldean,burnin' it down,2014,63,5HJqpDspKDKwQpLjvkcIsD,65,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,4
984,luke bryan,play it again,2014,64,03fT3OHB9KyMtGMt2zwqCT,74,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4
985,tinashe ring schoolboy q,2 on,2014,65,57JVGBtBLCfHw2muk5416J,73,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4
986,florida georgia line,dirt,2014,66,5CXnIPD6rTjszYYQm6fY2P,62,0.547,0.878,2,-4.224,1,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,230587,4
