,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1289,marc antoine,tant besoin de toi,2008,17,22INAzPLnauFoKjjiuB8Je,41,0.592,0.724,9,-5.274,1,0.0409,0.242,0.0,0.0922,0.595,81.751,218000,4
1290,guru josh project,infinity 2008,2008,18,3aQz0z86zrKjd1mcZlonxE,72,0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,192294,4
1292,guru josh project,infinity 2008,2009,34,3aQz0z86zrKjd1mcZlonxE,72,0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,192294,4
1294,mathieu edward  sheryfa luna,comme avant,2008,19,0BVcYtivytSz8gaS0IRCO4,41,0.698,0.653,4,-5.349,0,0.039,0.0784,0.0,0.0927,0.5,94.062,228933,4
1295,the pussycat dolls,when i grow up,2008,20,6Iooxoy9L6Hr1BR22f2SNd,0,0.672,0.685,11,-5.762,0,0.0499,0.00165,0.0,0.398,0.367,118.45,245680,4
1296,mylene farmer,degeneration,2008,22,0RercaqFn7ItGBVX680JiU,32,0.711,0.853,10,-6.733,0,0.0421,0.0123,0.066,0.11,0.309,120.013,324760,4
1297,tokio hotel,an deiner seite (ich bin da),2008,24,3YiH2wVZOqmD4jebrI17fL,28,0.567,0.664,3,-5.988,1,0.0344,0.0893,7.66e-05,0.12,0.169,119.998,262027,4
1298,jakarta,one desire,2008,25,40FkNzfjZGD1PBTFr12hYX,28,0.8,0.877,8,-3.46,0,0.0767,0.0103,0.00144,0.364,0.896,130.009,165933,4
1299,pauline,allo le monde,2008,26,5oAh4WgAinKO7T7XcHetLR,42,0.598,0.842,10,-4.408,0,0.0511,0.0846,1.26e-06,0.144,0.703,107.079,218760,4
1300,kat deluna,run the show,2008,27,0FYUTxJZvvOVLopuhusqYC,54,0.75,0.877,1,-4.134,0,0.0429,0.0717,0.000107,0.247,0.205,105.031,213133,4
1301,britney spears,womanizer,2008,28,4fixebDZAVToLbUCuEloa2,75,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4
1303,britney spears,womanizer,2009,22,4fixebDZAVToLbUCuEloa2,75,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4
1305,amy macdonald,this is the life,2008,29,53cfelfzTz55wERUGEuZ0q,53,0.516,0.898,1,-5.042,0,0.0452,0.24,0.0,0.0647,0.817,190.068,185973,4
1306,johnny hallyday,ca n'finira jamais,2008,30,06l9UPdHvsXxvkWuwCKgVL,21,0.423,0.677,9,-6.973,0,0.0318,0.185,1.99e-05,0.162,0.262,88.998,236387,4
1307,mylene farmer,appelle mon numero,2008,32,4UqYlgO5Rq72VR5zLNlKQM,36,0.553,0.859,7,-6.594,1,0.0325,0.458,0.000332,0.31,0.629,89.997,330293,4
1309,mylene farmer,appelle mon numero,2009,100,4UqYlgO5Rq72VR5zLNlKQM,36,0.553,0.859,7,-6.594,1,0.0325,0.458,0.000332,0.31,0.629,89.997,330293,4
1311,melissa m,cette fois,2008,33,6LFlfqbFM5jiRubrC2SfuM,19,0.769,0.588,8,-7.425,1,0.103,0.174,0.0,0.0719,0.784,100.005,147225,4
1312,katy perry,i kissed a girl,2008,34,14iN3o8ptQ8cFVZTEmyQRV,72,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
1313,stanislas,le manege,2008,35,6yOGumo25Hrr7IKDS75gm6,34,0.493,0.435,10,-6.57,1,0.0245,0.44,1.03e-06,0.0641,0.352,82.024,285840,3
1314,patrick sebastien,ah    si tu pouvais fermer ta gueule,2008,36,7FtAEu95rpS5avt2KorqLG,37,0.715,0.571,5,-5.741,1,0.0334,0.496,0.0,0.87,0.805,109.86,231373,1
1316,patrick sebastien,ah    si tu pouvais fermer ta gueule,2009,30,7FtAEu95rpS5avt2KorqLG,37,0.715,0.571,5,-5.741,1,0.0334,0.496,0.0,0.87,0.805,109.86,231373,1
1318,estelle,american boy,2008,37,22UDw8rSfLbUsaAGTXQ4Z8,78,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
1319,jessy matador,decale gwada,2008,38,6m9geVsbI6BsPZ6CESmK3c,41,0.844,0.943,1,-2.514,1,0.127,0.138,0.0,0.155,0.927,125.15,175200,4
1320,brick and lace,love is wicked,2008,39,1KDpmR0XxAEVYpSsW5J0Pc,51,0.793,0.906,1,-3.337,1,0.0583,0.00809,1.04e-06,0.119,0.488,99.948,241933,4
1321,sinik,je realise,2008,40,6uYE33YcZJXojCsmf8qKap,43,0.768,0.8,8,-3.591,1,0.0294,0.073,0.0,0.143,0.316,87.967,227527,4
1322,louisy joseph,assis par terre,2008,41,2z8el4xS0qX5ujGeNuq3g7,33,0.712,0.732,1,-7.468,1,0.0961,0.0846,0.0,0.216,0.776,102.025,215560,4
1323,leona lewis,bleeding love,2008,42,7wZUrN8oemZfsEd1CGkbXE,77,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4
1324,coldplay,viva la vida,2008,43,1mea3bSkSGXuIRvnydlB5b,80,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373,4
1325,laurent wolf,wash my world,2008,44,0UMECL7IDwsGPVYHV8voT4,30,0.841,0.741,0,-5.317,1,0.0561,0.0564,0.0,0.176,0.0925,130.057,218327,4
1326,cascada,what hurts the most,2008,45,2umCb31luuHifyrJVTio5S,41,0.579,0.981,9,-7.433,1,0.0994,0.00991,3.22e-05,0.515,0.276,142.025,218586,4
1327,one republic,apologize,2008,46,2EuE0CaGxCzn5vCZxusf2S,0,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-05,0.102,0.493,118.031,208107,4
1328,rihanna,disturbia,2008,49,2VOomzT6VavJOGBeySqaMc,74,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627,4
1329,september,cry for you,2008,51,1mvZErZBp7WZT3HfGBykao,64,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018,209800,4
1330,yelle,a cause des garcons,2008,52,4kti5sAkWBOhPyCVItDYf8,39,0.814,0.46,7,-5.293,1,0.0455,0.000501,0.0129,0.0976,0.823,126.016,226253,4
1331,david guetta  chris willis,tomorrow can wait,2008,58,0BRcMSaH84i330e6JCyXgO,48,0.675,0.496,1,-7.306,0,0.0293,0.000123,0.000426,0.854,0.319,128.106,189880,4
1332,yelle,je veux te voir,2008,59,4H9637mkUDyk9Rq0WgDEwc,49,0.924,0.651,7,-3.894,1,0.124,0.0203,0.0069,0.059,0.898,126.947,261920,4
1333,akon,right now (na na na),2008,60,2VqAEP1yY5T523K7bZtL8a,68,0.83,0.857,8,-4.194,0,0.152,0.262,0.0,0.413,0.607,137.982,240747,4
1335,akon,right now (na na na),2009,70,2VqAEP1yY5T523K7bZtL8a,68,0.83,0.857,8,-4.194,0,0.152,0.262,0.0,0.413,0.607,137.982,240747,4
1337,rihanna,take a bow,2008,62,3goSVuTt3fDYDP6kRnFwuL,77,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,229413,4
1338,enrique iglesias,do you know ? (the ping pong song),2008,63,4MloswMM3eu7dHZ7MOzW3i,54,0.755,0.765,8,-4.328,1,0.0486,0.0503,0.0,0.0326,0.691,114.993,218053,4
1339,bebe lilly,dans l'espace,2008,64,4urnwAV6V1uIqLAsjFCOee,16,0.752,0.909,9,-5.558,0,0.175,0.157,0.0,0.2,0.884,139.945,194613,4
1340,marc antoine,comme il se doit,2008,66,15b5bvhE1d2Zqhi8A4EITh,35,0.649,0.487,1,-5.597,1,0.0295,0.0759,0.0,0.109,0.204,95.029,222733,4
1341,fanny j,ancree a ton port,2008,67,3iOwkEhzWPddMPOE006XWl,52,0.578,0.813,7,-5.336,1,0.0464,0.34,7.81e-05,0.233,0.456,164.125,247013,4
1342,david guetta,delirious,2008,69,0yl1LvI69CJrQlXJoYnU97,46,0.375,0.682,9,-7.097,1,0.0324,0.00127,0.00592,0.084,0.077,127.919,183427,4
1343,cleopatre / sofia essaidi,femme d'aujourd'hui,2008,70,0opCUW68IUGN8YrFE5uBru,31,0.613,0.796,3,-6.564,0,0.0537,0.0132,0.0,0.217,0.597,90.041,198827,4
1344,soprano,ferme les yeux et imagine toi,2008,71,76AoiDvRX9GgvzMIvlcx1j,49,0.474,0.884,1,-3.9,1,0.373,0.128,0.0,0.0989,0.625,95.93,276413,4
1345,lady gaga,just dance,2008,73,1fJ2hkhhyxVnpKOwzLRNyE,0,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,244055,4
1346,zaho,la roue tourne,2008,75,73NKbffos3RLCnOZRwggZ0,35,0.667,0.728,11,-5.705,1,0.049,0.0835,0.0,0.0537,0.896,75.78,246107,4
1347,kelly rowland,work,2008,77,4h9TZLHS7AZ30pt5c1o5Em,55,0.753,0.885,3,-5.509,0,0.0394,0.0504,0.000958,0.366,0.863,102.785,191693,4
1348,gabriella cilmi,sweet about me,2008,79,5wznxkB792LjSRdbZ1J1zo,56,0.671,0.701,6,-5.035,1,0.0288,0.0607,2.7e-06,0.163,0.585,131.977,202133,4
1349,chris brown,with you,2008,81,5Lgcn7u07bHuqbOtXkN62u,72,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120,4
1350,kylie minogue,in my arms,2008,82,45TyDwIRFFSib4HMkRmBPx,54,0.461,0.952,0,-3.923,0,0.0471,0.000727,0.0156,0.376,0.534,128.052,210960,4
1351,star academy 8,chante,2008,83,0cKrde9marwvK8HLCmNgyd,3,0.513,0.881,1,-6.146,1,0.0809,0.0431,0.0,0.245,0.708,154.163,207293,4
1352,quentin mosimann,il y a je t'aime et je t'aime,2008,84,0LRCVEXTQvaAkupkQUoXJS,15,0.578,0.499,6,-9.605,0,0.0271,0.447,0.000103,0.0979,0.233,130.082,221973,4
1354,quentin mosimann,il y a je t'aime et je t'aime,2009,74,0LRCVEXTQvaAkupkQUoXJS,15,0.578,0.499,6,-9.605,0,0.0271,0.447,0.000103,0.0979,0.233,130.082,221973,4
1356,christophe mae,belle demoiselle,2008,85,4prNHQCgqVpmGJRulNK4zg,50,0.821,0.612,0,-6.468,1,0.0684,0.604,0.0,0.122,0.798,99.967,209000,4
1357,gregory lemarchal,restons amis,2008,86,5Ty0jZkXiQGUIyVQsPld0I,37,0.507,0.484,9,-7.631,1,0.0275,0.47,1.23e-05,0.126,0.326,80.038,222547,4
1358,rihanna,hate that i love you,2008,88,7iu0WYLdo4yksKf3seaxzI,71,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,4
1359,julien dore,les limites,2008,89,7mp3ILyl8RaBLr6zzhPyWD,42,0.758,0.815,9,-5.358,1,0.0564,0.235,0.0,0.114,0.901,105.991,137813,4
1360,les deesses,saveurs exotiques,2008,90,5IStqXkfUMCoo5k24uTrKy,33,0.607,0.837,9,-4.161,0,0.031,0.0159,5.16e-05,0.121,0.632,94.018,202960,4
1361,lynnsha,je veux que tu me mentes,2008,92,4ALOFfNcLUWKtsenEyveYo,40,0.728,0.772,10,-6.959,0,0.0999,0.218,0.000313,0.0725,0.743,95.004,216960,4
1362,mathieu edward,entre toi et moi,2008,93,5wJnWHWaSBnvOS7uAN95XX,33,0.789,0.645,5,-5.612,0,0.0679,0.0397,0.0,0.138,0.718,106.005,191507,4
1363,quentin mosimann,cherchez le garcon,2008,94,3tqjHQcwtMmOPsWJFcMsDr,11,0.65,0.761,11,-5.201,0,0.0361,0.00138,0.0247,0.222,0.292,129.976,209853,4
1364,lenny kravitz,i'll be waiting,2008,95,2HPVtKMWRlP1r9ODenvePM,54,0.677,0.452,10,-6.468,1,0.0332,0.0736,0.0065,0.0969,0.595,72.779,259187,4
1365,jenifer,comme un hic,2008,96,3KTKcR4KpaBA1RduKgCRlW,31,0.671,0.555,4,-5.092,0,0.0553,0.195,0.0,0.0978,0.759,82.001,192213,4
1366,duffy,warwick avenue,2008,97,1b7jD7QXOptqWCPdoLfEs8,41,0.494,0.587,0,-5.857,0,0.0388,0.332,0.0,0.123,0.482,169.446,226387,4
1367,stanislas,la belle de mai,2008,99,1WNDzgELroCzn4drkxVFUA,23,0.447,0.485,5,-8.093,0,0.0322,0.545,5.87e-06,0.295,0.559,81.97,258653,4
1368,happy  fax,mi chui ch'ti et ti ?,2008,100,4znK77pNsiqr4sJbOcC3QF,0,0.852,0.732,6,-7.329,1,0.0559,0.00528,8.51e-06,0.106,0.761,122.972,193653,4
1369,helmut fritz,ca m'enerve,2009,1,1P37gwlsx2ghfr8tGzJsRE,49,0.659,0.851,0,-5.989,1,0.0461,0.00387,9.78e-06,0.0801,0.679,129.997,217853,4
1370,magic system  khaled,meme pas fatigue !!!,2009,2,7IDHOPFMI7MxO2HlDeqLBO,33,0.767,0.847,6,-5.02,0,0.173,0.137,0.0,0.663,0.915,126.947,151134,4
1371,lady gaga,poker face,2009,4,4wB4cPK52RCQviHm4SC2wa,0,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,238907,4
1372,enrique iglesias,takin back my love,2009,5,5ZpcgCDNOOSmLW16vQ1pKd,30,0.742,0.735,6,-4.803,0,0.0352,0.015,2.28e-05,0.311,0.417,124.946,229987,4
1373,jena lee,jaimerais tellement,2009,6,0Ps6ZlfiyTzynslEr352B0,50,0.593,0.711,7,-6.253,0,0.0991,0.337,0.0,0.204,0.246,145.91,232667,4
1375,jena lee,jaimerais tellement,2010,24,0Ps6ZlfiyTzynslEr352B0,50,0.593,0.711,7,-6.253,0,0.0991,0.337,0.0,0.204,0.246,145.91,232667,4
1377,pitbull,i know you want me (calle ocho),2009,7,5RzFJd6W40SDTyZkX6xx45,68,0.82,0.731,9,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.793,127.076,237120,4
1378,tom frager,lady melody,2009,8,4LWVPTpGzQjKtwYmmx7Hbd,51,0.662,0.708,9,-5.251,1,0.0389,0.532,0.0,0.118,0.647,170.031,191660,4
1379,the pussycat dolls,i hate this part,2009,9,3tSuRiNgJmMqmYR23dCqnR,64,0.756,0.612,5,-4.371,1,0.0317,0.0659,0.0,0.274,0.452,111.572,218400,4
1380,charlie winston,like a hobo,2009,10,1KF7qIA6dKveAYuXvCVQhd,49,0.657,0.842,9,-5.887,0,0.0428,0.0917,6.72e-06,0.105,0.664,120.045,218893,4
1381,peps,liberta,2009,11,1ReUVJkNB6bjwagl1g5YqF,49,0.727,0.243,1,-10.426,1,0.0575,0.67,0.0,0.0906,0.395,140.058,224667,4
1382,collectif metisse,laisse-toi aller bebe,2009,12,5a4682OVr9kqvXRlxVKlYb,36,0.77,0.968,7,-2.876,0,0.0537,0.00783,4.13e-05,0.361,0.964,128.006,200467,4
1383,bisso na bisso,show ce soir,2009,14,51XN2YLOhB0BjoFbiFhgtl,28,0.838,0.751,0,-4.492,1,0.128,0.0975,0.0,0.101,0.957,110.02,194440,4
1384,edward maya  vika jigulina,stereo love,2009,15,5tJIotzBga9qM6HIZ3Firt,48,0.801,0.786,9,-3.781,1,0.0319,0.0446,0.0346,0.104,0.552,127.052,184016,4
1386,edward maya ring vika jigulina,stereo love,2010,15,5tJIotzBga9qM6HIZ3Firt,48,0.801,0.786,9,-3.781,1,0.0319,0.0446,0.0346,0.104,0.552,127.052,184016,4
1388,david guetta  akon,sexy bitch,2009,16,6XjN4IF5nIVwGJWLgMdtjR,55,0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,195853,4
1389,the black eyed peas,boom boom pow,2009,17,3oDFtOhcN08qeDPAK6MEQG,69,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,4
1390,david guetta  kelly rowland,when love takes over,2009,20,0Wuhqs2vyEfRvLhRVzOAR5,46,0.674,0.862,11,-4.614,1,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000,4
1391,stanislas  calogero,la debacle des sentiments,2009,23,29j2qzyjveCKjZRBtgCRp0,25,0.515,0.667,0,-6.869,1,0.0299,0.0481,0.00209,0.119,0.257,125.024,320973,4
1392,mylene farmer,si j'avais au moins,2009,24,6JlrqYImOma5Tj4qrmLEyk,23,0.489,0.493,10,-9.273,0,0.0293,0.308,2.81e-05,0.171,0.274,111.998,331133,4
1393,james morrison,broken strings,2009,25,6jBUP2KCe821yqf1hiBqPR,71,0.57,0.717,1,-4.914,1,0.029,0.00967,0.0,0.0833,0.321,111.91,250453,4
1394,ocean drive  dj oriska,some people (ton desir),2009,26,2YOTWRGu8Y1u46i0cGL6gg,32,0.602,0.823,8,-5.056,1,0.164,0.00657,0.0,0.105,0.651,129.98,210867,4
1395,the black eyed peas,i gotta feeling,2009,27,3BciNYwhAFh1ji1vpyw6d1,0,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,289493,4
1396,ocean drive  dj oriska,without you (perdue sans toi),2009,28,4Mzz7oQWN4HKX8uW0JcvCJ,30,0.544,0.862,1,-5.142,0,0.23,0.00288,0.0,0.753,0.359,129.762,199213,4
1397,agnes,realise (release me),2009,29,3IfBg2foecXVw0W2e8vJik,25,0.648,0.786,2,-7.779,0,0.0371,0.0194,1.96e-06,0.13,0.774,127.945,187680,4
1398,flo rida ke$ha,right round,2009,31,0fm0S2C6FxwDoLBYJhwERX,0,0.72,0.672,7,-6.852,1,0.0551,0.00901,0.0,0.232,0.705,124.984,204640,4
1399,shym,si tu savais,2009,32,6DYtTLiORCt84rwlLkoT6j,37,0.678,0.637,7,-6.824,0,0.0296,0.0474,0.0,0.35,0.318,108.016,203307,4
1400,lady gaga,lovegame,2009,33,0eH2eHURaXUP15D8gQlfjx,63,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333,4
1401,christophe mae,mon p'tit gars,2009,35,6xGPqHJj0zsJYK9Um69a8C,35,0.835,0.486,0,-9.091,1,0.0834,0.334,1.35e-06,0.0665,0.671,97.975,212040,4
1402,alesha dixon,the boy does nothing,2009,36,3XCezj8BPm1xGH3qS6SruW,40,0.568,0.972,3,-2.467,0,0.163,0.133,2.97e-05,0.0296,0.857,174.015,209800,4
1403,cascada,evacuate the dancefloor,2009,37,0jDWRUbxSn8zQlwFbeLHwo,62,0.762,0.702,0,-5.87,1,0.0432,0.0167,0.0,0.314,0.898,127.029,207200,4
1404,kid cudi  crookers,day n nite,2009,38,46wifCkhcJrQUyRkzeSWdO,0,0.757,0.706,11,-4.744,0,0.0462,0.0326,0.0497,0.0552,0.962,129.993,281747,4
1405,the black eyed peas,meet me halfway,2009,39,3F9ByoUqu31xU0I3G5xfVg,68,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,284373,4
1407,the black eyed peas,meet me halfway,2010,29,3F9ByoUqu31xU0I3G5xfVg,68,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,284373,4
1409,jessy matador,mini kawoule,2009,40,5nKeEpFN5jZ26EUbJkjLLV,38,0.871,0.721,1,-4.766,1,0.0568,0.0981,7.29e-05,0.0892,0.957,110.185,190266,4
1410,francky vincent,tu veux mon zizi,2009,42,1ImRLQGYsmrn3NaiKvO6pt,41,0.887,0.889,9,-5.735,1,0.0813,0.101,9.06e-05,0.0493,0.934,122.011,197833,4
1411,katy perry,hot n cold,2009,43,0iGckQFyv6svOfAbAY9aWJ,70,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
1412,coeur de pirate,comme des enfants,2009,44,3xuGzgRYAXHmj0dT1EOtzv,53,0.464,0.444,10,-6.425,1,0.0381,0.789,3.93e-06,0.117,0.402,123.547,166013,4
1413,the pussycat dolls,hush hush hush hush,2009,45,2H9CKpZiLDF223BbwehpDF,60,0.613,0.778,10,-3.933,0,0.0689,0.0985,0.0,0.356,0.626,129.483,252093,4
1414,crazy frog,daddy dj,2009,46,3Ri8sc8Kt3uITtCo1vgFIg,44,0.784,0.806,1,-4.569,1,0.046,0.286,0.147,0.778,0.834,137.997,174788,4
1415,mylene farmer,sextonik,2009,49,6mDZOWlXao997u5oj0TMIJ,31,0.631,0.834,10,-7.441,1,0.0286,0.282,3.55e-06,0.105,0.321,130.151,275973,4
1416,rihanna,russian roulette,2009,50,3rMsX63C0IZVnOT5LGYoTH,65,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,227533,4
1418,rihanna,russian roulette,2010,36,3rMsX63C0IZVnOT5LGYoTH,65,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,227533,4
1420,sheryfa luna,ce qu'ils aiment,2009,51,3fi0IrEE1hevrmfIamT48r,30,0.679,0.546,1,-8.038,0,0.0345,0.445,5.56e-05,0.17,0.586,92.986,189933,4
1421,sheryfa luna,si tu n'etais plus la,2009,53,7GvBtBtI2qZaeNGSy41Gnu,31,0.64,0.678,3,-7.245,0,0.0761,0.168,2.29e-06,0.227,0.549,135.915,208533,4
1422,helmut fritz,miss france,2009,54,5lHL3zDD8DOxdpIWxlt5jQ,27,0.661,0.627,1,-6.164,1,0.0667,0.000382,0.000229,0.333,0.423,129.979,218707,4
1423,lily allen,fuck you,2009,55,0JtxeMlLho0MJLOrWpxLyN,44,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4
1424,brandy,right here (departed),2009,56,06G1SCVVYRSDCFGMSnDvpv,51,0.568,0.682,8,-5.781,1,0.0439,0.256,0.0,0.231,0.366,92.99,217947,4
1425,superbus,addictions,2009,57,62x5BmPPt987oXG84roCpq,37,0.609,0.945,8,-4.471,0,0.0355,0.000457,0.000948,0.08,0.798,127.992,236800,4
1426,bebe lilly,meme pas peur,2009,59,7FC5ZC5qVhp0bO2WY3HCLn,18,0.8,0.828,6,-6.235,0,0.0536,0.033,0.0,0.26,0.973,130.0,174054,4
1427,charlie winston,in your hands,2009,62,4ngEZ25YP2PqH00sb1UhI4,46,0.764,0.616,6,-7.928,1,0.0377,0.203,0.00771,0.0824,0.873,107.718,231480,4
1428,sixco,la musique dans la peau,2009,64,6kEzGzQS48JCcmr8WfBTEf,8,0.708,0.651,0,-6.303,1,0.0299,0.358,0.0,0.0774,0.73,115.014,213640,4
1429,laurent wolf,seventies,2009,65,6VE7eg4U5ZCxN1wSLx1wWb,6,0.751,0.814,10,-5.404,0,0.0915,0.0136,0.0124,0.161,0.641,127.045,207692,4
1430,lady gaga,eh eh (nothing else i can say),2009,66,3WUbVS0J4Ulf0XZR6LNRnh,50,0.68,0.876,1,-3.646,0,0.0577,0.246,0.000187,0.0788,0.816,187.785,175360,4
1431,milow,ayo technology,2009,67,7HTX5cE4qzHALfgO2xSvMd,56,0.778,0.661,11,-7.664,0,0.0347,0.653,0.0,0.103,0.747,128.052,213640,4
1432,najoua belyzel,la bienvenue,2009,68,0d1hJNFcDfoSjru9NRdGty,20,0.758,0.658,3,-7.495,1,0.0254,0.00345,0.0,0.0786,0.553,112.99,238667,4
1433,akon,i'm so paid,2009,69,23yMCTe2AnyIePehtF0Pty,54,0.706,0.87,11,-4.162,1,0.188,0.11,0.0,0.115,0.529,92.07,263640,4
1434,mariah carey,obsessed,2009,71,5EGPf0nqO7vEIwsOX6Er98,68,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,4
1435,laurent wolf,walk the line-remix,2009,72,1grywHOASqi28murQ9rPn0,25,0.847,0.979,7,-2.192,1,0.144,0.0353,0.247,0.415,0.617,131.729,311603,4
1436,sarah michelle,je veux vivre,2009,73,0Ypj7IylJEuYdS6vfbOt2z,14,0.78,0.731,2,-6.533,0,0.0327,0.013,2.94e-05,0.277,0.624,127.949,244428,4
1437,antoine clamaran,gold,2009,75,2wkPOuvNgjvweQcvqZIA2n,13,0.711,0.775,7,-7.355,1,0.0651,0.0089,0.688,0.0993,0.0382,127.995,390702,4
1438,sheryfa luna,je reviendrai,2009,76,69Vu1Aiacss4hxcCtP4nVj,27,0.643,0.718,10,-6.114,0,0.0278,0.0201,0.000185,0.245,0.669,94.023,245040,4
1439,mika,rain,2009,78,5fPB6l6H7Wlz2RmBY6KFAE,33,0.666,0.664,5,-6.304,0,0.0275,0.00286,0.179,0.111,0.667,127.993,223747,4
1441,mika,rain,2010,38,5fPB6l6H7Wlz2RmBY6KFAE,33,0.666,0.664,5,-6.304,0,0.0275,0.00286,0.179,0.111,0.667,127.993,223747,4
1443,emmanuel moire,adulte  sexy,2009,82,3YRcauafEzISvA6CrHWMvR,20,0.579,0.738,7,-6.568,0,0.0293,0.0604,0.0,0.193,0.738,124.979,197187,4
1444,eminem,we made you,2009,83,4UMTp91LHhvW33ol9ZQH0Q,63,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,269613,4
1445,u2,magnificent,2009,85,6u38x61qv7JBIJD4dqztmm,54,0.529,0.715,6,-6.065,0,0.0348,0.00012,0.497,0.112,0.592,114.973,324013,4
1446,u2,get on your boots,2009,86,3CJdDqehVinU810wsTjt6v,38,0.557,0.746,0,-6.171,1,0.0337,6.08e-05,0.00546,0.188,0.601,149.035,205147,4
1447,flo rida  wynter,sugar,2009,88,4shgvM4ClrZeDiflNJwlGd,52,0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.003,252933,4
1448,paramore,decode,2009,89,6umX518VohIob6IipK3WYM,35,0.282,0.866,10,-4.223,0,0.0588,0.000705,0.0055,0.101,0.277,163.987,261960,4
1449,robbie williams,bodies,2009,90,75SMxaQ5gYrM8hoGQbwcNi,48,0.656,0.731,6,-6.045,0,0.0616,0.00703,6.52e-06,0.0651,0.785,95.008,243859,4
1450,cidinho  doca,rap das armas,2009,91,3efyhFKDV7A94gNVLhoQbM,23,0.781,0.969,7,-4.181,1,0.0838,0.113,2.37e-05,0.321,0.89,127.997,208027,4
1451,lady gaga,paparazzi,2009,92,02XnQdf7sipaKBBHixz3Zp,70,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,208307,4
1453,lady gaga,paparazzi,2010,61,02XnQdf7sipaKBBHixz3Zp,70,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,208307,4
1455,taylor swift,love story,2009,94,1D4PL9B8gOg78jiHg3FvBb,79,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,236267,4
1456,patrick sebastien,on voudrait des sous,2009,95,0JGAuJi1aKdycMzLoeCWyF,0,0.434,0.902,0,-2.357,1,0.0839,0.00767,0.0,0.531,0.662,80.743,223190,4
1457,ciara  justin timberlake,love sex magic,2009,96,1BIENruTnjKdB7HD2YIlRr,57,0.893,0.666,10,-5.089,0,0.138,0.0206,0.0,0.342,0.874,107.011,220427,4
1458,mariah carey,i want to know what love is,2009,97,4ttCCNTaRSKmgFYOmNQzsO,55,0.591,0.42,6,-6.399,1,0.0334,0.122,1.18e-06,0.168,0.318,79.957,207133,4
1459,kenza farah,j'essaie encore,2009,98,1KcAJPAawWwoYhYMknbL9P,19,0.589,0.717,1,-5.986,0,0.0294,0.0131,0.0,0.0835,0.367,140.046,225760,4
1460,tokio hotel,automatisch,2009,99,6KYJw4YfCeu5Pw7n1Pyq3A,25,0.504,0.974,0,-3.123,0,0.0779,0.00181,1.18e-06,0.352,0.519,129.938,196720,4
