,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
712,anastacia,not that kind,2001,91,3ajXw2sHPIO5yEqISZRTFN,31,0.736,0.929,11,-3.145,1,0.0893,0.183,0.0,0.651,0.843,97.975,203480,4
713,nelly furtado,i'm like a bird,2001,92,7E6Nx68u3cvqXoYaNpbPQ8,0,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29e-06,0.227,0.614,89.654,243160,4
714,eve  stefani gwen,let me blow ya mind,2001,93,3RmKpob8xzv1pzHEQrMJah,72,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,230133,4
715,les fascagat,le cochon dans le maïs,2001,95,1S0gfOOXObr7imkNllHv64,13,0.575,0.966,10,-2.578,1,0.0834,0.0477,0.0,0.114,0.933,174.104,196080,4
716,bustafunk,run baby run (generique de star academy),2001,96,5sfDMKGc6wAKRLeU1kNtZf,18,0.672,0.891,11,-4.866,1,0.0612,0.000587,0.000157,0.0434,0.93,129.028,276733,4
717,titiyo,come along,2001,98,7GmHOAdriOnI9s5S79GAUr,56,0.645,0.787,5,-4.707,0,0.0274,0.0641,0.513,0.341,0.906,84.116,223733,4
718,r kelly,fiesta and fiesta (remix),2001,100,77S8pBH3ilaDIPmTJkRNQn,52,0.92,0.487,10,-5.578,0,0.182,0.0103,0.0,0.0411,0.806,92.836,241400,4
719,las ketchup,the ketchup song (asereje),2002,1,6UEfyhyfhYQsyipxOd95Ie,65,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,213973,4
721,las ketchup,the ketchup song (asereje),2003,24,6UEfyhyfhYQsyipxOd95Ie,65,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,213973,4
723,shakira,whenever wherever,2002,3,2lnzGkdtDj5mtlcOW2yRtG,74,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160,4
724,johnny hallyday,marie,2002,4,0ITqkmf62Q0Izdyo3PkNeU,47,0.389,0.434,9,-7.091,0,0.0376,0.507,4.28e-06,0.181,0.213,207.3,236013,4
726,johnny hallyday,marie,2003,51,0ITqkmf62Q0Izdyo3PkNeU,47,0.389,0.434,9,-7.091,0,0.0376,0.507,4.28e-06,0.181,0.213,207.3,236013,4
728,natasha st-pier,tu trouveras,2002,6,6kaD0ve95sXjnq6EITyVkv,53,0.557,0.477,3,-8.534,0,0.0445,0.31,0.0,0.149,0.32,144.396,298960,4
729,umberto tozzi  lena ka,ti amo (rien que des mots),2002,7,4lTv988mDpbfnkoxult7mH,33,0.394,0.56,9,-5.906,1,0.029,0.0352,0.0,0.0601,0.326,181.798,233053,3
730,rohff,qui est l'exemple ?,2002,8,77pB3BxEgaSZIbJ4uQflS8,55,0.968,0.689,1,-5.18,1,0.153,0.0147,0.0,0.386,0.74,110.042,244360,4
731,renaud  axelle red,manhattan-kaboul,2002,9,7eJdx83TiKsVqAzLFBelMO,58,0.758,0.618,0,-9.419,1,0.0257,0.0298,6.55e-06,0.101,0.679,105.214,230867,4
733,renaud  axelle red,manhattan-kaboul,2003,100,7eJdx83TiKsVqAzLFBelMO,58,0.758,0.618,0,-9.419,1,0.0257,0.0298,6.55e-06,0.101,0.679,105.214,230867,4
735,marlene  phil barney,un enfant de toi,2002,12,27vx6k0f8PbuXgBepw8BNT,39,0.534,0.465,9,-14.202,0,0.0335,0.465,0.0,0.117,0.617,148.928,332600,4
736,mad house,like a prayer,2002,13,1z3ugFmUKoCzGsI6jdY4Ci,71,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4
737,eminem,without me,2002,15,7lQ8MOhq6IN2w8EYcFNSUk,82,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
738,jean pascal,l'agitateur,2002,16,5FYkqIVu3TRXlQUVATr4Us,27,0.818,0.834,9,-7.155,1,0.0368,0.0633,0.0029,0.201,0.964,134.017,177773,4
739,david guetta,love don't let me go,2002,17,5lgS45xqkTk2HVm7Jph9ya,54,0.593,0.836,10,-4.774,0,0.0463,7.37e-05,0.0,0.117,0.406,127.087,216893,4
740,star academy 2,paris latino,2002,18,5wWeTSjdse3G15H3NJIVMt,41,0.753,0.796,11,-5.797,1,0.0453,0.0178,0.0128,0.0555,0.74,113.985,210680,4
742,star academy 2,paris latino,2003,13,5wWeTSjdse3G15H3NJIVMt,41,0.753,0.796,11,-5.797,1,0.0453,0.0178,0.0128,0.0555,0.74,113.985,210680,4
744,mc solaar,inch' allah,2002,19,5uweXfHFF2syFiQw6THudi,36,0.861,0.908,1,-2.426,1,0.0962,0.143,3.96e-06,0.271,0.888,102.989,192052,4
745,king africa,la bomba,2002,21,5UmGJS0jd1r52OjnNvVHvU,53,0.895,0.92,1,-5.18,1,0.187,0.0852,0.0,0.16,0.891,99.998,199107,4
746,jenifer,au soleil,2002,23,3J7L4214bjQfnry4dKjZZt,51,0.634,0.661,2,-7.792,0,0.0288,0.123,0.0,0.05,0.351,95.029,219267,4
747,tiziano ferro,perdono,2002,24,6WRrn0GiACa4IgG8auaasm,44,0.742,0.609,6,-9.867,0,0.15,0.399,0.0,0.0625,0.894,95.101,237307,4
748,magic system,premier gaou,2002,25,5gdM1wTSYyRus22N6jXeFF,58,0.863,0.909,7,-5.985,0,0.0813,0.161,0.0,0.108,0.845,119.038,206320,4
749,afroman,because i got high,2002,26,0rRboI6IRuGx56Dq3UdYY4,67,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,197760,4
750,david charvet,jusqu'au bout,2002,27,15iPCVtv2UurbXCWwrRuSM,35,0.658,0.808,1,-7.857,1,0.0496,0.0683,0.0,0.207,0.609,107.102,280667,4
751,sophie ellis bextor,murder on the dancefloor,2002,28,5rtpGGu3bPKsJEFjDGs63M,59,0.734,0.844,1,-5.357,0,0.0343,0.00346,1.81e-05,0.333,0.823,117.306,229573,4
752,shakira,underneath your clothes,2002,29,15f8Cv8RXUlOOCIf2oaceN,65,0.616,0.597,8,-5.328,1,0.0415,0.686,0.0,0.104,0.362,165.508,224067,4
753,jenifer,j'attends l'amour,2002,30,4xHEMED78hR1JguUt2FmmX,39,0.458,0.624,10,-7.18,1,0.0265,0.0326,1.45e-06,0.045,0.602,84.13,219707,4
754,atomic kitten,eternal flame,2002,32,3qzcM6SmbzBnGXSJe6hYdy,55,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,195507,4
755,lara fabian,tu es mon autre,2002,34,2l24jv6xxDxEA7uhhawZVZ,53,0.213,0.286,9,-10.515,0,0.0319,0.632,0.0,0.0837,0.113,92.807,222533,3
757,lara fabian  maurane,tu es mon autre,2003,74,2l24jv6xxDxEA7uhhawZVZ,53,0.213,0.286,9,-10.515,0,0.0319,0.632,0.0,0.0837,0.113,92.807,222533,3
759,mylene farmer,c'est une belle journee (remixes),2002,38,5S7mQHUAKFYsEQOrtTKMth,47,0.674,0.875,0,-5.376,1,0.0336,0.333,0.000736,0.0842,0.627,120.021,256333,4
760,celine dion,i'm alive,2002,39,2FTZeRHQ4gRPViPMpWL9uX,66,0.691,0.64,8,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,210227,4
761,lorie,j'ai besoin d'amour,2002,40,3zfTHQ2vhIVgoKrT2OX6A3,37,0.604,0.945,5,-3.582,1,0.0374,0.305,0.0,0.112,0.8,103.001,217147,4
762,truth hurts,addictive,2002,42,36jSIOSE72neBbKntCthqw,52,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,226440,4
764,truth hurts  rakim,addictive,2003,76,36jSIOSE72neBbKntCthqw,52,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,226440,4
766,etienne daho  dani,comme un boomerang,2002,43,5RRqqGQPd10kj13zUZ8BMO,47,0.664,0.689,6,-9.765,0,0.0382,0.000305,0.93,0.457,0.562,115.966,180587,4
767,nelly,dilemma,2002,45,0ARK753YaiJbpLUk7z5yIM,77,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4
768,lorie,toute seule,2002,46,4vAFGU1uZ6TcwCDJDFvdul,33,0.73,0.885,0,-4.76,1,0.0341,0.126,2.95e-05,0.416,0.966,117.034,208040,4
769,models,fame,2002,47,19uPhZ0Mev5CScFZEyXBVi,14,0.632,0.908,5,-5.258,0,0.0565,0.0031,0.0,0.124,0.623,131.047,234227,4
770,star academy,gimme gimme gimme,2002,50,03pgQrbMhuc1PDYyiabXcx,12,0.569,0.843,0,-7.328,1,0.0447,0.00142,0.0851,0.96,0.594,128.411,234080,4
771,jenifer,des mots qui resonnent !,2002,51,71hXOehTvSzPeysZ3mwCIp,36,0.527,0.806,7,-5.552,1,0.0438,0.293,0.0,0.0746,0.454,94.867,205893,4
773,jenifer,des mots qui resonnent !,2003,44,71hXOehTvSzPeysZ3mwCIp,36,0.527,0.806,7,-5.552,1,0.0438,0.293,0.0,0.0746,0.454,94.867,205893,4
775,ronan keating,if tomorrow never comes,2002,54,6sjnonftqO4kvQJS7peeth,50,0.561,0.487,10,-6.166,1,0.0272,0.38,0.0,0.0984,0.282,79.055,215627,4
776,cunnie williams,come back to me (house remixes),2002,55,1FMvLMiiiH2mv2k4387m2B,26,0.772,0.889,5,-5.842,0,0.0413,0.0318,1.1e-06,0.105,0.958,130.024,219893,4
777,the calling,wherever you will go,2002,56,5QpaGzWp0hwB5faV8dkbAz,73,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,4
778,vanessa carlton,a thousand miles,2002,57,4w1lzcaoZ1IC2K5TwjalRP,76,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,237493,4
779,christina milian,when you look at me,2002,60,0IspqeDVLIw46spUMhOKRL,57,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955,222547,4
780,kana,plantation,2002,61,3mdfBcdD8C3NbJ0SUBjA5i,40,0.879,0.534,5,-5.82,1,0.13,0.133,0.0971,0.0877,0.876,154.023,213133,3
782,kana,plantation,2003,42,3mdfBcdD8C3NbJ0SUBjA5i,40,0.879,0.534,5,-5.82,1,0.13,0.133,0.0971,0.0877,0.876,154.023,213133,3
784,calogero,en apesanteur,2002,63,07VyIZXNfVS13AbebQDQWy,55,0.5,0.764,1,-6.834,0,0.0399,0.0444,0.0,0.176,0.426,139.659,203600,4
785,ophelie winter,sache,2002,64,2gHyFLnFkPCHexicbEgIze,19,0.928,0.552,8,-7.214,1,0.101,0.0295,0.0,0.424,0.843,98.514,206040,4
786,eve,got what you need,2002,65,7qzgIi9e4yrLnzp67MFqNv,57,0.731,0.781,5,-5.536,1,0.268,0.244,0.0,0.253,0.749,99.588,232027,4
787,jennifer lopez  jadakiss and styles,jenny from the block,2002,67,7LqjznQwfrax7MjQXmxqdQ,67,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,4
789,jennifer lopez  jadakiss and styles,jenny from the block,2003,69,7LqjznQwfrax7MjQXmxqdQ,67,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,4
791,l5 (popstars),une etincelle,2002,71,5OBdN1F98YEtrRoW8YLYVu,37,0.558,0.758,4,-4.231,0,0.0313,0.153,4.07e-06,0.533,0.447,88.01,233520,4
792,saya  passi,tourner des pages,2002,72,5DFAeZ6KfZ2h6rVRkBPCWu,18,0.723,0.864,10,-3.387,0,0.0906,0.271,0.0,0.0462,0.779,93.973,216533,4
793,p  diddy  usher  loon,i need a girl part one,2002,73,5PSp99IqneCLISLsSSyHv4,0,0.809,0.747,5,-6.742,1,0.0364,0.0187,0.74,0.0318,0.884,99.989,302420,4
794,kate ryan,desenchantee,2002,74,4yOU9FaCmFFo2qfy1FHIe3,59,0.51,0.891,1,-7.517,1,0.0653,0.144,0.000641,0.208,0.326,139.973,218533,4
795,elvis presley  jxl,a little less conversation,2002,75,4rr0gWiMrF4sOIefs3IEvZ,64,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,211507,4
796,le 6-9,faut passer ton bac,2002,76,19H8eqcLhOKvpRj6u41NrT,15,0.782,0.606,7,-5.054,1,0.457,0.155,0.0,0.0707,0.631,166.376,213040,4
797,tina arena,tu es toujours la,2002,77,4PJYdmZroJu4Gzz01Z08mw,18,0.562,0.501,0,-4.259,0,0.0274,0.304,0.0,0.106,0.153,122.121,193747,4
798,anastacia,paid my dues,2002,78,37B4dZDMdzh1D7isPVF2df,48,0.699,0.735,1,-3.292,0,0.0345,0.111,1.22e-05,0.0782,0.758,96.981,202787,4
799,shania twain,i'm gonna getcha good,2002,79,3wimPgsJv0hEgP5A3sQ7Ag,52,0.723,0.789,1,-4.813,1,0.0302,0.0441,0.0,0.0612,0.946,124.013,269400,4
800,lara fabian,immortelle,2002,81,5a7JIlxx6gNNRfMn8ZqnkH,39,0.604,0.455,7,-9.584,0,0.032,0.24,6.28e-06,0.12,0.0481,124.028,318133,4
801,britney spears,overprotected,2002,82,5p0KCAuu5nrHpTuAIhHdLw,61,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,198600,4
802,madonna,die another day,2002,84,7DUpuAzGUyJaJB3p9BC3Ms,54,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.0896,0.491,123.993,276360,4
803,le 6-9,le sfur,2002,85,04eKOnhLz9XXHdHiClqU2e,9,0.738,0.904,10,-5.123,0,0.0524,0.0679,0.0,0.09,0.669,92.482,203973,4
804,fat joe,what's luv,2002,86,2mKouqwAIdQnMP43zxR89r,73,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4
805,r kelly,the world's greatest,2002,87,3Jx2eAScg5kKsuRlbPV7i6,51,0.665,0.579,11,-7.333,0,0.033,0.213,0.0,0.0468,0.735,96.035,277653,4
806,laura pausini,tra te e il mare/la solitudine,2002,88,1JIyz1nrL6odexjEpZPNgZ,49,0.569,0.727,1,-4.477,0,0.0325,0.457,0.0,0.151,0.225,110.964,228840,4
807,natasha st pier,nos rendez-vous,2002,90,7FMH8WNrAV5Eltzdp4X0z4,32,0.538,0.527,10,-8.067,0,0.0259,0.189,2.06e-05,0.0792,0.292,82.708,184613,4
808,liberty x,just a little,2002,91,1IMbmQCnl3h4m8NXqKee0g,53,0.796,0.617,5,-6.198,0,0.0619,0.00824,0.0,0.0495,0.72,103.858,236133,4
809,marc lavoine  claire keim,je ne veux qu'elle,2002,92,0AwSGcHfNy5rRBIZTG4lfe,45,0.686,0.621,0,-10.452,1,0.0275,0.0511,0.123,0.163,0.462,92.772,238747,4
810,robbie williams  nicole kidman,somethin' stupid,2002,93,4kSKacywUJHdhyst4PL6pl,66,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,170493,4
811,weezer,island in the sun,2002,95,2MLHyLy5z5l5YRp7momlgw,76,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4
812,kyo  sita,le chemin,2002,96,5T37zS90GkaMHRj5uNaJpb,52,0.526,0.748,0,-7.25,1,0.0603,0.00518,1.94e-06,0.113,0.517,159.929,210707,4
814,kyo  sita,le chemin,2003,67,5T37zS90GkaMHRj5uNaJpb,52,0.526,0.748,0,-7.25,1,0.0603,0.00518,1.94e-06,0.113,0.517,159.929,210707,4
816,karine costa,i say a little prayer,2002,97,3ij23Ju1kZh51ovmOFE0hL,12,0.776,0.634,9,-7.292,1,0.0391,0.0274,0.0161,0.106,0.585,131.935,224893,4
817,nickelback,how you remind me (gold mix),2002,98,0gmbgwZ8iqyMPmXefof8Yf,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4
818,praise cats  andrea love,shined on me,2002,100,772MaccGF4ceLCeoJGbC5W,48,0.799,0.86,1,-8.137,1,0.035,0.0718,0.193,0.628,0.943,131.958,222789,4
819,dj bobo,chihuahua (pub coca-cola),2003,1,4XxARXvYh14HGGt6EMNmUm,51,0.63,0.767,11,-6.379,1,0.251,0.178,0.0,0.0954,0.97,180.025,180200,4
820,tragedie,hey oh,2003,2,15RB3lFt2Mhc16m5fTTYkh,57,0.93,0.376,8,-6.666,0,0.0732,0.00342,0.0,0.0582,0.883,94.999,211760,4
821,chimene badi,entre nous,2003,4,6j3MV6TuybbmOKwId3DEEG,47,0.658,0.622,7,-5.856,0,0.0285,0.613,0.0,0.125,0.179,115.81,201200,4
822,alphonse brown,le frunkp,2003,5,1JML910ncdW3zl1mbLOFlb,45,0.853,0.645,0,-4.443,1,0.0701,0.134,0.0,0.117,0.676,109.956,201920,4
823,lorie,sur un air latino,2003,6,0oMZ2WUfc7XhmwdCmD9TN2,42,0.6,0.949,2,-4.205,0,0.0516,0.146,0.0,0.38,0.671,109.017,213933,4
824,hermes house band  dj otzy,live is life,2003,7,0b4A34tZhzaVQiNTr25HT5,31,0.457,0.997,4,-5.244,0,0.206,0.135,0.0,0.372,0.387,109.819,258467,4
825,florent pagny,ma liberte de penser,2003,8,6zxJh3RIzm6Qk7HauhCg9j,49,0.71,0.483,6,-7.971,0,0.03,0.772,0.0,0.116,0.725,90.083,204547,4
826,diam's,dj,2003,9,4D0dgZLZWkaWG25NBuxOfS,54,0.916,0.623,4,-7.648,1,0.118,0.15,0.0,0.179,0.816,123.08,270960,4
827,eminem,lose yourself,2003,12,1v7L65Lzy0j0vdpRjJewt1,76,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,4
828,benny benassi  the biz,satisfaction,2003,14,2PzU4IB8Dr6mxV3lHuaG34,77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
829,evanescence,bring me to life,2003,18,0COqiPhxzoWICwFCS4eZcp,79,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4
830,shaggy,hey sexy lady,2003,19,4xKK5b8n6OSPGZ4hmWPCzD,46,0.95,0.564,3,-6.515,0,0.0653,0.0052,0.00544,0.311,0.655,101.771,200520,4
831,pascal obispo,fan,2003,20,70qW19JevIUErKH8Gtg9rd,24,0.619,0.822,8,-4.538,0,0.0444,0.00471,5.3e-05,0.0796,0.666,127.981,252627,4
832,jonatan cerrada,je voulais te dire que je t'attends,2003,21,5En6MPPTeEegCCUbVRYSXl,33,0.604,0.438,0,-7.349,1,0.0285,0.647,1.17e-06,0.12,0.099,126.091,243120,4
833,one-t  cool-t,the magic key,2003,22,1VsuSOEVhuCaybeb1rFeCM,58,0.809,0.728,5,-1.252,0,0.0533,0.0855,3.33e-06,0.303,0.967,204.192,228707,4
834,priscilla,regarde-moi (teste moi deteste moi),2003,23,5BUISu6ZtnDlDtBipIoupZ,33,0.762,0.845,11,-7.317,0,0.029,0.184,4.12e-05,0.0931,0.879,122.02,208533,4
835,willy denzey,le mur du son,2003,27,7Hixg08TGEOWb2MTJHdZAz,37,0.839,0.693,7,-5.149,1,0.109,0.0462,0.0,0.194,0.864,102.994,192819,4
836,blue  elton john,sorry seems to be the hardest word,2003,28,6XfxmT5QNCXvpZA6PKfWVL,60,0.371,0.22,7,-12.797,0,0.0324,0.828,1.23e-06,0.195,0.112,118.464,228933,4
837,linkup,mon etoile,2003,29,1A3jtKS9NSvfOSOXSd9esh,34,0.482,0.468,11,-7.648,1,0.0329,0.404,0.0,0.114,0.217,149.496,206133,3
838,the underdog project,summer jam 2003,2003,30,6eQQLxpKeoNqwT90zSD4Em,60,0.784,0.804,9,-8.024,0,0.112,0.21,0.000359,0.101,0.817,130.03,229880,4
839,sniper,grave dans la roche,2003,31,0LZ90308GB1Tp05STjabeC,55,0.806,0.745,10,-5.292,0,0.151,0.225,0.0,0.0765,0.916,94.03,285893,4
840,sean paul,get busy,2003,33,6CsuQ7SBA7aOVs1rUslxEj,0,0.735,0.846,10,-3.11,0,0.0355,0.598,0.0,0.108,0.725,100.197,211520,4
841,sugar daddy,sweet soca music,2003,34,2HgjzDF1hWD6xBuFQD8YYH,40,0.735,0.754,9,-6.565,0,0.16,0.0142,0.0,0.179,0.653,90.024,188973,4
842,kyo,derniere danse,2003,35,7mNErWes3YegbRLgZuILl5,59,0.389,0.675,5,-7.237,1,0.0336,0.124,1.97e-05,0.376,0.483,172.02,227733,4
843,helene segara,l'amour est un soleil,2003,36,1oU43KVXyLzRW3hlWyQTLm,29,0.488,0.55,8,-7.186,1,0.0303,0.159,1.72e-05,0.112,0.178,131.536,246480,4
844,robbie williams,feel,2003,37,2Ms33RTRCT6gArrpcrPxmo,72,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,263867,4
845,alizee,j'en ai marre,2003,38,53ibNhfoPYBPRY8TUmKHSj,57,0.768,0.917,8,-4.039,1,0.0377,0.442,0.0,0.0785,0.977,124.844,307604,4
846,113,au summum,2003,39,2dfahYnct5aULxIVSQ6sv7,52,0.807,0.802,7,-7.344,0,0.0421,0.093,9.13e-06,0.0831,0.665,108.008,291227,4
847,phil collins,can't stop loving you,2003,40,2W6PNGCN4PGwPMf1jYazL4,62,0.604,0.778,0,-5.686,1,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,256453,4
848,faudel,je veux vivre,2003,41,5UxjH1UG416rKT4BJiFvxL,21,0.717,0.834,4,-6.452,0,0.0439,0.0803,0.0,0.102,0.842,115.997,191880,4
849,shakira,objection (tango),2003,43,36YNa8joLwu9yor2TkZbIY,53,0.603,0.864,11,-5.282,0,0.0677,0.0147,0.0,0.0246,0.705,179.344,222533,4
850,remy zero,save me ( bof smallville),2003,45,4pkFvX3AkuiSGPkv8gMlks,59,0.43,0.971,6,-3.91,1,0.0672,0.000639,0.0,0.107,0.294,96.235,244227,4
851,marc lavoine,dis moi que l'amour,2003,46,65LeT1C3qfT7hhCjXD0ig0,37,0.792,0.629,8,-9.343,1,0.0362,0.0321,0.00654,0.0587,0.926,129.984,180400,4
852,dido,white flag,2003,47,6si71supnBUhddjR2FJc2L,69,0.509,0.537,5,-6.834,1,0.0383,0.344,7.26e-06,0.0805,0.315,170.037,240040,4
853,jenifer,donne moi le temps,2003,48,40xyvJDp2caK50dhre26JU,50,0.522,0.446,4,-7.715,0,0.0281,0.605,0.0,0.0555,0.187,131.977,253533,4
854,priscilla,tchouk tchouk music,2003,49,6ACL8XhOxVHWWKpEdldgB3,25,0.766,0.821,8,-8.188,1,0.0463,0.0465,3.63e-05,0.289,0.7,101.521,204467,4
855,justin timberlake,cry me a river,2003,50,7Lf7oSEVdzZqTA0kEDSlS5,73,0.624,0.653,8,-6.582,0,0.176,0.575,0.0,0.104,0.565,73.884,288333,4
856,b2k,bump bump bump,2003,52,74jMwg2zsFMICzW3Wems6h,63,0.833,0.681,1,-6.028,0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533,4
857,houcine,etre un homme comme vous,2003,54,4VLaIMhZ9W6qs65wNcBAEH,28,0.798,0.733,5,-7.014,1,0.0512,0.044,0.000468,0.0872,0.869,99.981,215240,4
858,helene segara  laura pausini,on n'oublie jamais rien on vit avec,2003,55,7Mk8ap6y1QXDrNhW4gJbtu,40,0.479,0.635,1,-6.206,0,0.0338,0.344,0.0,0.103,0.302,83.721,307360,4
860,helene segara  laura pausini,on n'oublie jamais rien on vit avec,2004,17,7Mk8ap6y1QXDrNhW4gJbtu,40,0.479,0.635,1,-6.206,0,0.0338,0.344,0.0,0.103,0.302,83.721,307360,4
862,mickey 3d,respire,2003,56,2xcuDxTLlp0ro2GYlS1i9G,51,0.709,0.827,11,-4.4,0,0.0554,0.0372,0.386,0.228,0.371,96.972,228347,4
863,50 cent,in da club,2003,57,7iL6o9tox1zgHpKUfh9vuC,78,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
864,thierry amiel,les mots bleus,2003,58,0mTFb31uMktXqZ7E0BOvCw,31,0.482,0.612,11,-6.336,0,0.0295,0.0772,0.0,0.223,0.254,143.938,240787,4
865,lorie,a 20 ans,2003,59,7g1JgYNlduDhE5YcVX9Cfp,29,0.748,0.934,0,-2.888,1,0.0376,0.18,0.0,0.0876,0.754,116.999,201667,4
866,3t,stuck on you,2003,60,5raA56nvNsMsLg9tJenk3M,46,0.886,0.543,5,-8.697,1,0.0448,0.0959,0.00191,0.066,0.693,120.011,213624,4
867,seal,love's divine,2003,61,3GoGEzKQhNdFo2sMMdJ4a6,0,0.349,0.527,6,-9.14,0,0.0483,0.558,0.000564,0.11,0.225,96.09,275120,4
869,seal,love's divine,2004,76,3GoGEzKQhNdFo2sMMdJ4a6,0,0.349,0.527,6,-9.14,0,0.0483,0.558,0.000564,0.11,0.225,96.09,275120,4
871,just a man,i'm sorry,2003,65,4nyF5lmSziBAt7ESAUjpbx,72,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,167538,5
872,saya,une femme avec une femme,2003,66,6zIzTwyhJGNmZAFBWsjlZH,19,0.655,0.566,8,-8.073,1,0.0357,0.0818,0.0,0.081,0.727,83.974,216053,4
873,gareth gates,unchained melody,2003,68,0RZkLuYfH517KYoc2bimoE,36,0.471,0.43,10,-8.057,1,0.0263,0.264,8.79e-06,0.102,0.214,106.528,234693,3
874,craig david  sting,rise and fall,2003,70,23ehR4jpFQFMfDADgFdXR7,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,287227,4
875,nivea,don't mess with my man,2003,72,74WqRpXlYIHXsZ9qnbV9RI,38,0.682,0.573,11,-8.937,0,0.292,0.113,9.97e-06,0.11,0.903,200.069,188056,4
876,celine dion,tout l'or des hommes,2003,73,0OYMLWBWoCTvWNZrAYZJV9,46,0.657,0.558,0,-6.029,1,0.0271,0.322,0.0,0.148,0.347,118.0,178893,5
877,jessica marquez,maria magdalena,2003,75,0RlF7X6kJWsxSningCTVUa,19,0.706,0.814,11,-5.949,0,0.0367,0.0718,0.0,0.081,0.835,125.01,229827,4
879,jessica marquez,maria magdalena,2004,97,0RlF7X6kJWsxSningCTVUa,19,0.706,0.814,11,-5.949,0,0.0367,0.0718,0.0,0.081,0.835,125.01,229827,4
881,indochine,le grand secret,2003,77,5X5xWnr5e7bDpfIXqipcBw,43,0.633,0.181,10,-12.435,1,0.0308,0.945,1.91e-05,0.122,0.0945,112.212,294827,4
882,panjabi,mundian to bach ke,2003,80,6dK1HEHZcQlh24bSU7pTaZ,58,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,244667,4
883,johnny hallyday,ne reviens pas,2003,82,6O34ghBltey34meK12i5sk,36,0.554,0.669,7,-6.113,1,0.0311,0.23,0.0,0.0742,0.139,130.033,297827,4
884,dannii minogue,i begin to wonder,2003,83,5OKjyuulniceXswXHLYZqV,46,0.768,0.741,1,-9.252,0,0.0423,0.0234,7.2e-05,0.242,0.95,125.06,220000,4
885,beyonce,crazy in love,2003,86,5IVuqXILoxVWvWEPm82Jxr,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4
886,madonna,american life,2003,88,1YhiWWFrbdd3kAVhSYDhZ7,44,0.787,0.583,11,-7.16,0,0.176,0.0438,0.0,0.282,0.706,101.96,297840,4
887,jean-jacques goldman,et l'on n'y peut rien,2003,89,0puYGu3f9K5BDravMe3yGD,41,0.551,0.887,8,-6.449,1,0.0743,0.159,0.0184,0.327,0.787,140.678,218440,4
