,Artiste,Titre,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
152,Anthony Kavanagh,Ma Belle Evangéline,3wXBrnilZc1UowAjSKZwlL,0.359,0.316,3,-8.753,1,0.0334,0.822,1.2e-05,0.0981,0.261,129.905,116013,3
153,Anthony Kavanagh,Prince Ali,2dYbP7fa9tNJUzYPPpksA0,0.415,0.761,10,-5.511,0,0.113,0.152,0.0,0.0776,0.404,100.262,209667,4
154,Anthony Kavanagh,À travers le bayou,5d4efLkA1PwC38g1URamOf,0.74,0.881,9,-5.809,1,0.116,0.444,0.0,0.143,0.752,107.482,91907,4
155,Antoine Minot,Le Castellet,0kvEiW0fbL26tJwHXaZDPh,0.506,0.0387,0,-24.824,1,0.0674,0.994,0.947,0.105,0.288,102.407,237925,4
156,Antoine Pepe,Felicia,5EDa5MNxytx54nv0FjOWg4,0.525,0.16,7,-20.232,1,0.0655,0.951,0.952,0.108,0.21,122.983,134746,4
157,Antoine Bradford,Safe,33AwnZl99mjxjNjMIbflbH,0.484,0.165,3,-13.016,1,0.0456,0.756,0.0,0.231,0.512,135.946,270681,4
158,Antoine Elie,La rose et l'armure,04luhZs8xjkIoDqAUidg79,0.358,0.362,4,-10.261,1,0.0545,0.778,0.0,0.174,0.225,99.024,207053,4
159,Antoine Elie,La rose et l'armure - Radio Edit,4uRi7s3KkHqwfzQfclJW3k,0.456,0.537,1,-9.205,0,0.0698,0.648,0.0,0.429,0.273,106.696,191693,4
160,Antoine Elie,Paradis,5NwZrG05TfupjCkGmeJI40,0.762,0.774,10,-6.757,0,0.0477,0.258,0.0,0.0625,0.863,108.038,219933,4
161,Archimedes,Hourglass,05jL6UfXjqpnq8GM58SlLO,0.589,0.415,11,-14.546,0,0.127,0.507,0.63,0.0842,0.524,84.768,237874,4
162,Archimedes,Seattle,1qOJkbxtcSD5mwAxySUBAY,0.519,0.662,4,-8.733,1,0.0691,0.708,0.105,0.0974,0.45,149.897,196000,4
163,Archimedes,Ciao,72xjEkeatSynQxfXLUMfvY,0.669,0.315,0,-14.121,1,0.18,0.914,0.335,0.128,0.371,80.041,200000,4
164,Arctic Monkeys,505,58ge6dfP91o9oXMzq3XkIS,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,4
165,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
166,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
167,Areski,Gaz,1cqjkCbHEVgw8pEBfMXkIP,0.917,0.524,10,-9.107,1,0.336,0.172,0.0,0.0778,0.702,121.002,64026,3
168,Areski,Taxi Kainf,5GCBk71sBarARjS80ew43h,0.936,0.673,8,-11.011,1,0.133,0.0974,0.0,0.227,0.692,128.021,51496,4
169,Areski Belkacem,Liberté,1tttimrWxhqLemFh9pZMmT,0.414,0.0442,9,-19.281,1,0.0444,0.961,0.0,0.162,0.272,112.052,117427,4
170,Ariane Moffatt,The Greatest,2wlhm9q8AaZbWEtczeTi2M,0.449,0.154,0,-13.12,1,0.0334,0.969,0.0577,0.0871,0.0526,102.442,205787,4
171,Ariane Moffatt,Everybody Hurts,0XhPMiraatDSc47iLeX0Mn,0.229,0.117,2,-13.743,1,0.0368,0.969,0.0264,0.0965,0.11,180.489,266280,3
172,Ariane Moffatt,Briser Un Coeur,4vBflGIZBidj80NnlAvSjF,0.886,0.296,10,-9.205,1,0.0517,0.551,0.00106,0.111,0.424,121.937,189373,4
173,This Armistice,Start With the Sails (Burn This Ship Right Back To Hell),5HMNbhpojM1NlaJG8sDfw6,0.172,0.931,3,-3.301,0,0.0685,0.0146,0.000104,0.113,0.39,78.263,477800,5
174,Armistice,City Lights Cry,7s1zXPRTen4WOTTzbR55EH,0.626,0.612,0,-5.621,1,0.0363,0.642,0.0,0.196,0.558,118.038,217160,4
175,Armistice,Mission Bells,5TQfkQm38UzMzmWSMBptuu,0.629,0.649,9,-6.972,1,0.039,0.154,7.02e-05,0.276,0.727,126.145,204173,4
176,Arnaud Fleurent-Didier,France culture,3rIcfh6txoMt8spFanKrjy,0.448,0.787,5,-7.282,1,0.0469,0.635,0.000151,0.154,0.832,89.962,201747,4
177,Arnaud Fleurent-Didier,"Un monde meilleur... (14 février 2003, discours à l'ONU) [Extraits]",2Hh39xSISWHxXjaWYSdgzs,0.58,0.65,5,-7.095,1,0.0427,0.699,0.00056,0.115,0.45,109.944,209925,4
178,Arnaud Fleurent-Didier,Je vais au cinéma,1uPV1I70YE5VlgzIT5ZXga,0.654,0.666,9,-7.106,0,0.0382,0.611,0.000418,0.369,0.618,75.002,221200,4
179,Arnou Plouffe,Forever,7IU0xb8ODPWpL5anfwTqRf,0.105,0.0445,4,-23.219,1,0.0406,0.993,0.813,0.115,0.147,90.275,160993,4
180,Arnou Plouffe,I Love Us,4ZCWcr39sQWmVF9P4p3DWq,0.181,0.0831,6,-19.473,1,0.0406,0.738,0.886,0.116,0.107,80.696,173767,4
181,Arnou Plouffe,Let Me Be,0cH7v6xt1VXpaPHAuyo3T6,0.411,0.0443,10,-23.931,0,0.0369,0.972,0.822,0.131,0.194,109.994,177894,4
182,Arrested Development,People Everyday,5thts3213xwSroRd11fv5A,0.844,0.609,10,-10.675,1,0.217,0.0074,0.0,0.563,0.725,91.116,296333,4
183,Arrested Development,Tennessee,1aaoIHFT9UqhlaEwLAhh00,0.822,0.661,1,-10.234,0,0.164,0.0241,3.95e-06,0.315,0.67,99.883,272707,4
184,Arrested Development,Mr. Wendal,5DOYik1z3Of1wAFfY3dYbC,0.884,0.37,8,-11.353,1,0.112,0.0188,0.00423,0.026,0.883,109.997,247507,4
185,Art Mengo,Je me fais des idées,1T6eVEuU80orQHbV3HBll9,0.644,0.177,2,-12.72,0,0.0742,0.804,0.000556,0.112,0.471,119.725,138947,4
186,Art Mengo,Grand le ciel,7GrFcFg6laGQbNG6u34nnp,0.54,0.471,4,-12.185,0,0.0414,0.617,0.00105,0.0716,0.245,90.025,226918,4
187,Art Mengo,Les parfums de sa vie (Je l'ai tant aimée),0hDgAZMWZIdRyDhKNytxnV,0.813,0.462,3,-12.829,1,0.0423,0.179,0.0376,0.0619,0.799,97.84,247467,4
188,James Arthur,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,4
189,James Arthur,Treehouse (feat. Shotty Horroh),6S1IgeHxxOT9qVWnmsdGxe,0.691,0.733,6,-5.02,1,0.0368,0.184,0.0,0.341,0.797,153.976,219933,4
190,James Arthur,Quite Miss Home,2deFH5zveEBEUuURpqTN3C,0.578,0.43,10,-6.396,1,0.0282,0.608,2.67e-06,0.117,0.156,136.824,243187,4
191,Animals As Leaders,Physical Education,0JGuSgtmWyfuxLGBs2wX0C,0.57,0.945,1,-5.665,0,0.0567,0.00017,0.827,0.0543,0.53,114.987,280956,4
192,Animals As Leaders,Cafo,1ZfnGTUnha3QHj3KFmub0W,0.399,0.94,4,-6.686,1,0.0915,1.7e-05,0.815,0.348,0.132,154.999,401120,3
193,Animals As Leaders,The Brain Dance,7cO6rxZSi7Ura92FtspKaf,0.356,0.811,8,-8.069,0,0.0447,0.0355,0.811,0.116,0.334,102.898,420747,4
194,Asana Vinyasa,Dark Matter,5LB1Oy9heDjvQbtQYGAni2,0.287,0.137,6,-22.076,0,0.254,0.919,0.844,0.1,0.0319,127.747,420000,4
195,AsapSCIENCE,The Pi Song (100 Digits of π),29tudnbTiGFQFcAemVIXlz,0.571,0.619,0,-6.108,0,0.0719,0.788,0.0,0.579,0.924,149.043,59678,4
196,Asa Bjorg,W.E.,3SDO8hL0wQ3Dxr6NN1CUbH,0.24,0.0646,4,-22.881,1,0.0396,0.962,0.961,0.0928,0.0371,120.104,256125,4
197,Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,68rcszAg5pbVaXVvR7LFNh,0.826,0.668,3,-6.329,0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,215187,4
198,Asaf Avidan,The Labyrinth Song,2H4x76nJf1q2jqw72uwzxN,0.484,0.126,2,-13.224,0,0.054,0.953,8.44e-05,0.133,0.206,82.48,248911,4
199,Asaf Avidan,Reckoning Song,7djl4lZ6guZYAckDsfzrfs,0.61,0.285,3,-11.329,0,0.204,0.781,0.0,0.0769,0.278,106.092,166813,4
200,Asaf Avidan,Sweat & Tears,7G0J75kAF08UaKzaAup6kb,0.555,0.518,9,-5.574,1,0.0298,0.0183,5.55e-05,0.232,0.35,126.13,212373,4
201,Asaf Avidan,Of Scorpions & Bells,5w4B0sj6LqQR1Tz20mUQp4,0.543,0.0185,9,-9.95,0,0.0622,0.69,0.000177,0.125,0.0705,107.736,545333,4
202,Asaf Avidan,The Sirens & the Sea,5iSKSQTo4kDLeM9wrWUbAI,0.545,0.628,8,-9.851,1,0.0341,0.000139,0.0736,0.0852,0.231,125.9,193051,4
203,Ásgeir,"I Should Live in Salt - The National Cover - Live from Spotify, London",1LF3VWJhOqD2VuuruLMSmu,0.545,0.264,2,-10.228,1,0.0349,0.893,2.63e-05,0.693,0.159,128.96,252640,4
204,Ásgeir,On That Day,40sQHTOGmm6DeIeT0nnE8n,0.603,0.194,7,-15.252,1,0.0282,0.91,0.012,0.115,0.302,99.927,225850,4
205,Ásgeir,Dreaming - Mahogany Sessions,5myjsv8hybpNWNIWtLaW4T,0.374,0.0883,11,-17.902,1,0.0362,0.978,0.453,0.105,0.202,112.166,271581,4
206,Astonvilla,Coming Out,4O6HnTNwrZQQN6cT6ZkL6G,0.489,0.942,4,-2.62,0,0.0558,0.000343,0.000751,0.0904,0.528,74.982,234840,4
207,Astonvilla,Raisonne - Live,1i9NiesUKgNQ9tRqzXnvSg,0.567,0.538,4,-10.821,0,0.0315,0.151,8.45e-05,0.703,0.473,79.02,361133,4
208,Astonvilla,Raisonne,7hSTh1YWoPGMlVnevO6Rev,0.449,0.788,4,-6.745,0,0.035,0.00211,0.0215,0.196,0.33,80.119,307440,4
209,Aswad,Dub Fire,5OF6QGUPdRiYesMy002wdr,0.701,0.33,2,-13.127,1,0.0542,0.113,0.15,0.267,0.463,129.233,270067,4
210,Aswad,Don't Turn Around,2ENWi9dhKyuclKul6QaeLl,0.751,0.592,4,-14.886,1,0.048,0.161,1.13e-05,0.0763,0.816,97.001,219067,4
211,Hadi Aswad,Ya Kel El Omer,4UBHkP30TD0PAEdkQDXQjU,0.717,0.829,3,-3.543,0,0.0782,0.427,0.0,0.158,0.508,98.042,189184,4
212,Soul Asylum,Runaway Train,3TW48DvQ7ChwY1Yy1tkMaP,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,265867,4
213,Soul Asylum,Somebody to Shove,41TVMXb9THdtTlo2KojUDe,0.434,0.909,7,-6.381,1,0.0886,0.00336,0.0,0.324,0.356,162.235,194733,4
214,Gri Asylum,Vegasylum,5MwR6SU2717PIaqhvDDn3E,0.633,0.775,10,-7.045,0,0.0884,0.191,0.0398,0.0985,0.961,150.083,41000,4
215,Atlantique,"Another Day, Another Island",0RSVf1gediH1uE2Ha7jAjs,0.35,0.533,9,-10.417,1,0.0368,0.743,0.893,0.0479,0.036,110.065,426243,4
216,Atlantique,"Another Day, Another Island",3vxgfL996Ve4r89wk7Zvaq,0.35,0.533,9,-10.417,1,0.0368,0.743,0.893,0.0479,0.036,110.065,426243,4
217,Atlantique,"Another Day, Another Island - Original Mix",6sJbcUPMbhJMODCVNOo05j,0.265,0.533,9,-10.417,1,0.0374,0.744,0.893,0.0479,0.036,110.047,426243,4
218,Au P'Tit Bonheur,J'veux du soleil,2vAlAKLQ0Kpi1hoatLsWOi,0.617,0.679,11,-11.008,0,0.187,0.165,0.0,0.244,0.883,111.317,179973,4
219,Au P'Tit Bonheur,La chanson du bonheur,5wGHqiQCL1O47BqIxF5XSf,0.723,0.605,11,-11.805,1,0.279,0.157,0.0,0.102,0.958,112.314,204453,4
220,Au P'Tit Bonheur,Les mots d’amour,0jsfw4vkFf5qkEAeIOwRmf,0.671,0.532,5,-11.485,1,0.0749,0.726,0.0,0.183,0.848,105.301,181760,4
221,AuDen,Pour mieux s'unir,6ev4IXthcbGDQZKgiGPo8B,0.575,0.637,7,-10.543,0,0.0337,0.583,0.0319,0.0783,0.304,91.047,216907,4
222,AuDen,Aller Sans Retour,1u0OrxrlAqrjTAiYTFrGLZ,0.679,0.635,7,-7.74,0,0.0312,0.19,7.04e-06,0.0795,0.301,123.001,285707,4
223,AuDen,Ici Ou Là,0QiDxpQniMRX0zaFKOOg4C,0.57,0.607,2,-7.922,1,0.0348,0.279,2.38e-06,0.0865,0.377,134.931,189333,4
224,Avril Lavigne,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
225,Avril Lavigne,Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4
226,Avril Lavigne,Girlfriend,45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4
227,Axel Bauer,A ma place,38y3xAP05YHlGzPdDDN182,0.527,0.586,4,-7.648,0,0.026,0.03,0.0,0.104,0.197,95.874,329787,4
228,Axel Bauer,Cargo,60WiEteADDUQKn62YIrlBx,0.797,0.787,4,-7.379,0,0.0755,0.469,0.0152,0.186,0.884,98.316,290320,4
229,Axel Bauer,Eteins la lumière,2lTP9MLEBIymMfedEF8y04,0.501,0.856,4,-9.077,0,0.0426,0.0734,0.0242,0.336,0.458,143.661,258427,4
230,Axelle Red,Sensualité,6ri4yWOtcfGpTcigL2YeBe,0.654,0.514,6,-10.124,1,0.0291,0.221,0.0,0.0322,0.763,96.079,232000,4
231,Axelle Red,Parce que c'est toi,2GSdDPQZPIoy0nPSzY7iXr,0.663,0.2,11,-9.094,1,0.0405,0.933,1.6e-05,0.121,0.253,116.061,196776,4
232,Axelle Red,Parce que c'est toi,0FHJcPgK7UBMUa6hdHLW6m,0.508,0.27,11,-12.335,1,0.0365,0.533,0.299,0.33,0.094,102.244,245973,4
233,Axelle Renoir,La Plage,2eu4Z7k1J91eZ9CIPRvQCj,0.654,0.87,7,-6.324,1,0.0285,0.014,0.239,0.15,0.914,120.026,242813,4
234,Axelle Renoir,Hallu Marlène,5gRRhq1acoNFhAoyl6Dc8u,0.529,0.783,7,-8.507,1,0.0388,0.227,0.431,0.279,0.738,107.134,276085,4
235,Axelle Renoir,Le Labyrinthe,67aQ19MhZ4lziGTLvI3xNn,0.748,0.751,11,-7.835,0,0.0336,0.0596,0.00074,0.243,0.839,119.773,218000,4
236,Aya Nakamura,Djadja (feat. Maluma) - Remix,6AzKhCHOms83jvNVLsz0Bt,0.791,0.682,5,-7.328,1,0.158,0.175,0.0,0.0926,0.672,98.031,166851,4
237,Aya Nakamura,Djadja,7sKDftgGirHWTVFMtJoDoh,0.811,0.797,5,-5.428,1,0.165,0.0617,0.0,0.112,0.541,97.988,171133,4
238,Aya Nakamura,Djadja (feat. Maluma) - Remix,13vDU8nPsvTGEVTMB8Vw7g,0.791,0.682,5,-7.328,1,0.158,0.175,0.0,0.0926,0.672,98.031,166851,4
239,Ayna,Yeniden de Sevebiliriz... Akdeniz,77dvJ1W6YyXVlVPbhfNbK1,0.815,0.757,7,-9.89,1,0.0718,0.0332,1.87e-06,0.0793,0.962,100.097,211773,4
240,Ayna,Ölünce Sevemezsem Seni,02LAYNFlGawhOT2IKpfU0J,0.501,0.455,4,-12.501,0,0.0302,0.175,7.03e-06,0.0883,0.283,147.969,286933,4
241,Ayna,Severek Ayrılanlar,5gfZ08BA3Oh6XaH9WHDuxg,0.558,0.687,11,-7.25,1,0.0369,0.293,0.0,0.104,0.298,113.037,296867,4
242,Ayo & Teo,Rolex,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,238587,4
243,Ayo & Teo,Last Forever,5AQkWhOtLSszgEWKrqd9lt,0.635,0.722,11,-3.27,0,0.223,0.161,0.0,0.0696,0.185,164.739,194945,4
244,ayokay,Kings of Summer - Single Version,4Tid4MwqgR1CfKCun3tFon,0.734,0.661,11,-6.705,1,0.0356,0.222,2.18e-06,0.201,0.253,134.93,207881,4
245,Ayub Ogada,Kothbiro,2mWhsRPJT8r5BVY8GbOJsN,0.481,0.0422,9,-20.427,0,0.0351,0.982,0.00434,0.0877,0.447,110.456,337160,3
246,Ayub Ogada,Obiero,0dXF2xOPWR3mPDqA5Lt9nJ,0.685,0.0674,9,-19.885,1,0.0479,0.929,9.27e-05,0.0724,0.631,113.493,340200,4
247,Ayub Ogada,Kothbiro,0oiNsnH40PPTBFqixyPTWG,0.394,0.0691,4,-17.082,0,0.0331,0.985,0.00434,0.0931,0.486,76.906,334827,4
248,Babet,Third Eye,4BLJXBdhjIaczYHcWQYkCt,0.572,0.552,11,-8.326,0,0.0366,0.378,0.0,0.403,0.743,145.938,178617,4
249,Babet,Gone,0jkfLf9RXtvrVHIcK7AOfB,0.718,0.517,7,-8.168,1,0.0367,0.0862,4.3e-06,0.244,0.243,114.97,208174,4
250,Caglar Babet,Others Don't Matter,6OIduUCBAZ114qT3FBKwli,0.715,0.784,7,-8.005,1,0.0331,4.97e-05,0.893,0.106,0.438,120.014,196000,4
251,Baby,What Happened To That Boy,20Sp7dNLM3NjIu3TInDqjq,0.764,0.873,2,-6.21,1,0.291,0.0608,0.000363,0.0757,0.719,93.073,258067,4
252,Baby Nature Sleep,Birds Calling,4EIqjyKvvhqLLPfUlQHHTW,0.228,0.305,10,-28.884,0,0.0792,0.00323,0.838,0.323,0.0936,76.184,97792,4
253,BBG Baby Joe,Hot Boy,5Q7t9EhKL7Frgyd8vhb5CL,0.633,0.784,11,-4.707,1,0.31,0.0537,0.0,0.263,0.684,173.794,165590,4
254,Babylon Zoo,Spaceman,0uQcP7QVoLvaFsORsdrgNh,0.46,0.873,0,-7.96,1,0.0602,0.0161,4.27e-05,0.255,0.485,146.247,242493,4
255,Babylon Zoo,Spaceman,58tseyfznjrEqcXQmMHjEh,0.46,0.873,0,-7.96,1,0.0601,0.0161,4.85e-05,0.255,0.485,146.244,242493,4
256,Babylon Zoo,Spaceman,6WUNge9XfKDt1dkWlLBdw4,0.46,0.873,0,-7.96,1,0.0602,0.0161,4.27e-05,0.255,0.485,146.247,242493,4
257,Babyshambles,Fuck Forever,40VBtCOWsb3CadLYsATgxP,0.327,0.904,11,-3.3,0,0.0613,0.0109,0.000371,0.292,0.439,113.138,277000,4
258,Babyshambles,Delivery,5T9ir6tlqhhbKVzIC0ssbs,0.501,0.909,5,-4.196,1,0.0377,0.00252,3.78e-05,0.283,0.753,140.905,161400,4
259,Babyshambles,Picture Me in a Hospital,7GYwQpHMMh6aJhpsjVGjC2,0.473,0.838,7,-4.553,1,0.0318,0.00784,2.83e-05,0.133,0.455,98.049,185895,4
260,Josh Baldwin,Evidence - Radio Version,784uhouvqBLrss8sGjUGzo,0.414,0.814,7,-4.694,1,0.0337,0.00809,0.0,0.0929,0.258,139.867,242279,4
261,Baldwin Beats,Karnack,5jLIzNd8AXoKvlcUHXddDO,0.677,0.476,7,-8.751,0,0.15,0.323,0.583,0.0937,0.117,120.198,156980,4
262,Josh Baldwin,Evidence,3XWJmOczrthTfGdoT3FvNS,0.42,0.785,7,-5.608,1,0.0322,0.00947,0.0,0.0919,0.317,139.932,241653,4
263,Balthazar,Bunker,6riWwLphRonllNhC5SILlR,0.677,0.445,10,-8.883,0,0.0366,0.218,0.0206,0.165,0.234,107.002,291280,4
264,Balthazar,Fever,4dbc47eDkRtaddUuS3CInF,0.508,0.547,5,-11.088,0,0.0809,0.197,0.54,0.11,0.464,119.022,365080,4
265,Balthazar,Losers,2JyX3yb7Z5LePP4uFaYB4O,0.864,0.385,5,-11.553,0,0.0454,0.102,0.0539,0.143,0.665,113.014,205680,4
266,Band Of Skulls,I Know What I Am,5rMNQfYhBMlyitrMAiwQfc,0.64,0.904,9,-4.28,1,0.0874,0.175,1.21e-05,0.105,0.559,99.41,198000,4
267,Band Of Skulls,Friends,1Oiawgs3gXm8NI6gLqKszk,0.669,0.614,11,-5.012,1,0.0346,0.0285,0.0,0.219,0.336,116.045,189827,4
268,Band Of Skulls,Cold Fame,3mWJY5PUwz8WTtM5YTeFy4,0.491,0.404,2,-6.78,1,0.0319,0.311,0.00032,0.114,0.148,116.143,371400,4
269,Barbara Pravi,CHAIR,0qqNRmKYAC9BQj1RQKUwUB,0.477,0.432,6,-8.82,0,0.0686,0.634,0.0,0.245,0.539,116.011,187098,4
270,Barbara Pravi,À vide,0blVytg4LfODdN4D2a8byS,0.531,0.618,2,-6.448,1,0.229,0.701,0.0,0.0848,0.494,143.652,170867,4
271,Barbara Pravi,Personne d'autre que moi,1LDaWS9b44zyhOksMePrks,0.495,0.476,8,-8.075,0,0.0324,0.822,0.0,0.107,0.41,100.79,210280,3
272,Barry Moore,The Tide - Radio Edit,5tCjEZhejEst6mNtHdB14z,0.67,0.544,6,-7.953,0,0.223,0.0387,0.000182,0.344,0.398,169.98,190867,4
273,Todd Barry,"Selling CDs, Springsteen At Bar, Moore At Party, Gawker",1xfCL2cqMPGQQUOjOhDSEn,0.478,0.667,10,-14.716,0,0.929,0.89,1.23e-06,0.444,0.425,80.165,236893,5
274,Barry Moore,Hey Now,2l9jPvkaZdyPYQl5lKPn8j,0.791,0.712,1,-5.536,1,0.298,0.0512,0.0,0.0435,0.696,90.093,170880,4
275,Barry White,"You're The First, The Last, My Everything",3rqXP37YkEnizabzjM7uIu,0.631,0.59,5,-12.138,1,0.0297,0.00367,0.00299,0.0537,0.927,130.145,208933,4
276,Barry White,"Can't Get Enough Of Your Love, Babe",3mWpUEBYnv9SIFWfixSJFx,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,274000,4
277,Barry White,"You're The First, The Last, My Everything - Single Version",3ZYO0HGRFFdAGeb8o7F9KC,0.631,0.713,5,-7.124,1,0.0311,0.00204,0.000344,0.414,0.891,130.949,212907,4
278,Bastian Baker,Love On Fire,0ICWEeUh9k2FMVp8dLXvul,0.62,0.749,0,-5.254,1,0.0455,0.113,5.47e-06,0.114,0.503,100.973,190786,4
279,Bastian Baker,Dancing Without You,63xPe24Odl9mtJj2rj6StK,0.361,0.651,7,-3.962,1,0.05,0.411,0.0,0.0961,0.554,79.192,206310,4
280,Bastian Baker,Stay - Acoustic,52TyWZEcWjKk7zeZZ35yy5,0.449,0.449,7,-5.783,1,0.0318,0.876,0.0,0.139,0.446,88.011,176082,4
281,Baxter Dury,Miami,2qNJxMlONDZieqa2lCq0aU,0.739,0.797,7,-5.04,1,0.0336,0.00968,0.384,0.102,0.866,110.031,274347,4
282,Baxter Dury,Cocaine Man,0O113kVQ9m3I8VB7cuSIrV,0.758,0.395,0,-10.239,0,0.0346,0.0426,0.132,0.0788,0.492,127.365,233973,4
283,Baxter Dury,Oscar Brown,7F72DXMEuadnNkrXkNQYRo,0.479,0.387,5,-11.5,1,0.0401,0.0326,0.68,0.37,0.314,123.863,335560,4
284,BB Brunes,Dis-moi,1J6BxOelSaHWKwW9GUvL8s,0.578,0.607,2,-4.872,1,0.0334,0.179,0.0,0.0431,0.77,129.606,144533,4
285,BB Brunes,Coups et blessures,1yY1yMkoDuKtQTyL3vMvIT,0.711,0.807,8,-6.373,1,0.0292,0.000793,0.117,0.293,0.639,119.973,234935,4
286,BB Brunes,Lalalove You,42HcUrNxi8D63EOwr8Cg5c,0.616,0.757,9,-6.048,0,0.028,0.00033,1.14e-05,0.279,0.831,130.274,180813,4
287,Beastie Boys,Sabotage,0Puj4YlTm6xNzDDADXHMI9,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4
288,Beastie Boys,Fight For Your Right,5NLuC70kZQv8q34QyQa1DP,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,208653,5
289,Beastie Boys,Intergalactic - Remastered,5fpizYGbi5IQoEraj6FP0R,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493,4
290,Beat Assailant,Hard Twelve - The Ante,1MqrUTb4ezvBw7pE7I4613,0.746,0.593,8,-3.59,1,0.269,0.0309,0.00152,0.328,0.782,92.744,240867,4
291,Beat Assailant,Rain Or Shine,2nyEnbW5bs9mnxVircrhXG,0.671,0.857,7,-5.766,0,0.292,0.101,0.0,0.541,0.776,115.025,237626,4
292,Beat Assailant,Hard Twelve - The Ante,22nCIfhqMIqKDsDMIBtIe6,0.686,0.633,8,-3.752,1,0.269,0.0323,0.00072,0.323,0.771,92.705,240987,4
293,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",3mRM4NM8iO7UBqrSigCQFH,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,4
294,Bee Gees,How Deep Is Your Love,2JoZzpdeP2G6Csfdq5aLXP,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,245200,4
295,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",49OMJ1prsRA7ZYgrAjz70c,0.632,0.683,7,-6.434,1,0.0383,0.163,0.00013,0.847,0.701,105.955,197213,4
296,Beigels Daisy Toasts,Rue Caraman (Special Mix),7C4Hn73YaYwdl8rlo55zy1,0.729,0.63,1,-9.138,1,0.032,0.0295,0.197,0.125,0.662,108.038,217307,4
297,Beigels Daisy Toasts,No Hit's Theme,3q2idZogEFygvvLidDsQim,0.7,0.727,1,-7.645,1,0.0382,0.0288,0.921,0.224,0.783,116.599,270133,4
298,Beigels Daisy Toasts,This Masquerade,7szDT9WLlqPqsV03gUsIcd,0.489,0.426,9,-14.727,0,0.0461,0.0765,0.000263,0.108,0.507,181.928,272027,4
299,Beirut,Postcards from Italy,4qBHDoJFUUSvTa4aZJfEuw,0.621,0.569,5,-7.318,1,0.0297,0.928,0.0356,0.115,0.402,110.022,257480,4
300,Beirut,Nantes,4JvclO8lNugobD1afavcYS,0.437,0.533,1,-9.552,1,0.0426,0.782,0.0142,0.134,0.638,131.155,230200,4
301,Beirut,Elephant Gun,0MtVmhAx6CxNuxFIUc6Mj9,0.171,0.626,8,-8.677,1,0.0486,0.873,0.0252,0.0681,0.457,180.098,348893,3
302,Ben Harper,Burn One Down,2QzMJkYUhThZxM94ahgOzN,0.857,0.404,5,-10.669,1,0.0444,0.573,0.733,0.0958,0.302,105.068,211627,4
303,Ben Harper,Diamonds On The Inside,6FvtSHS3hzjS8itHJPRzoJ,0.527,0.735,10,-6.477,0,0.0379,0.0484,2.3e-05,0.185,0.729,77.882,266907,4
304,Ben Harper And The Innocent Criminals,Steal My Kisses,4cIwg5VY8Lo1NYwq7llOth,0.914,0.56,7,-11.396,1,0.113,0.241,0.0214,0.217,0.87,101.019,245360,4
305,Ben Howard,Old Pine,3CAX47TnPqTujLIQTw8nwI,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,328507,4
306,Ben Howard,Only Love,2uhEKg8kIzpdvz4gyy6x8W,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,249173,4
